,accuracy,n_trials,subject,condition,model,fold,session
0,1.0,7,A19,split/1,ERPCov-TS-LogReg,4,1
0,1.0,8,A19,split/1,ERPCov-TS-LogReg,4,1
0,0.0,9,A19,split/1,ERPCov-TS-LogReg,4,1
0,0.0,10,A19,split/1,ERPCov-TS-LogReg,4,1
0,0.0,1,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,2,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,3,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,4,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,5,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,6,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,7,A19,split/1,ERPCov-TS-LogReg,5,1
0,1.0,8,A19,split/1,ERPCov-TS-LogReg,5,1
0,1.0,9,A19,split/1,ERPCov-TS-LogReg,5,1
0,1.0,10,A19,split/1,ERPCov-TS-LogReg,5,1
0,0.0,1,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,2,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,3,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,4,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,5,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,6,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,7,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,8,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,9,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,1.0,10,A19,split/2,XDAWNCov-TS-LogReg,0,1
0,0.0,1,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,0.0,2,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,0.0,3,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,0.0,4,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,0.0,5,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,0.0,6,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,1.0,7,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,1.0,8,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,1.0,9,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,1.0,10,A19,split/2,XDAWNCov-TS-LogReg,1,1
0,0.0,1,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,1.0,2,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,1.0,3,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,0.0,4,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,0.0,5,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,0.0,6,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,0.0,7,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,1.0,8,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,1.0,9,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,1.0,10,A19,split/2,XDAWNCov-TS-LogReg,2,1
0,0.0,1,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,1.0,2,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,0.0,3,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,1.0,4,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,1.0,5,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,1.0,6,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,1.0,7,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,0.0,8,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,0.0,9,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,0.0,10,A19,split/2,XDAWNCov-TS-LogReg,3,1
0,0.0,1,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,1.0,2,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,1.0,3,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,1.0,4,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,0.0,5,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,1.0,6,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,0.0,7,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,0.0,8,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,0.0,9,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,0.0,10,A19,split/2,XDAWNCov-TS-LogReg,4,1
0,1.0,1,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,2,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,3,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,4,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,5,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,6,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,7,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,8,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,9,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,1.0,10,A19,split/2,XDAWNCov-TS-LogReg,5,1
0,0.0,1,A19,split/2,ERPCov-TS-LogReg,0,1
0,0.0,2,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,3,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,4,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,5,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,6,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,7,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,8,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,9,A19,split/2,ERPCov-TS-LogReg,0,1
0,1.0,10,A19,split/2,ERPCov-TS-LogReg,0,1
0,0.0,1,A19,split/2,ERPCov-TS-LogReg,1,1
0,0.0,2,A19,split/2,ERPCov-TS-LogReg,1,1
0,0.0,3,A19,split/2,ERPCov-TS-LogReg,1,1
0,0.0,4,A19,split/2,ERPCov-TS-LogReg,1,1
0,0.0,5,A19,split/2,ERPCov-TS-LogReg,1,1
0,1.0,6,A19,split/2,ERPCov-TS-LogReg,1,1
0,1.0,7,A19,split/2,ERPCov-TS-LogReg,1,1
0,1.0,8,A19,split/2,ERPCov-TS-LogReg,1,1
0,0.0,9,A19,split/2,ERPCov-TS-LogReg,1,1
0,1.0,10,A19,split/2,ERPCov-TS-LogReg,1,1
0,0.0,1,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,2,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,3,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,4,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,5,A19,split/2,ERPCov-TS-LogReg,2,1
0,1.0,6,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,7,A19,split/2,ERPCov-TS-LogReg,2,1
0,1.0,8,A19,split/2,ERPCov-TS-LogReg,2,1
0,1.0,9,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,10,A19,split/2,ERPCov-TS-LogReg,2,1
0,0.0,1,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,2,A19,split/2,ERPCov-TS-LogReg,3,1
0,1.0,3,A19,split/2,ERPCov-TS-LogReg,3,1
0,1.0,4,A19,split/2,ERPCov-TS-LogReg,3,1
0,1.0,5,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,6,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,7,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,8,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,9,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,10,A19,split/2,ERPCov-TS-LogReg,3,1
0,0.0,1,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,2,A19,split/2,ERPCov-TS-LogReg,4,1
0,1.0,3,A19,split/2,ERPCov-TS-LogReg,4,1
0,1.0,4,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,5,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,6,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,7,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,8,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,9,A19,split/2,ERPCov-TS-LogReg,4,1
0,0.0,10,A19,split/2,ERPCov-TS-LogReg,4,1
0,1.0,1,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,2,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,3,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,4,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,5,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,6,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,7,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,8,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,9,A19,split/2,ERPCov-TS-LogReg,5,1
0,1.0,10,A19,split/2,ERPCov-TS-LogReg,5,1
0,0.0,1,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,0.0,2,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,0.0,3,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,4,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,5,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,6,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,7,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,8,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,9,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,1.0,10,A19,split/3,XDAWNCov-TS-LogReg,0,1
0,0.0,1,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,1.0,2,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,0.0,3,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,1.0,4,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,1.0,5,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,1.0,6,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,0.0,7,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,0.0,8,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,1.0,9,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,1.0,10,A19,split/3,XDAWNCov-TS-LogReg,1,1
0,0.0,1,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,2,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,3,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,4,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,1.0,5,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,1.0,6,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,1.0,7,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,8,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,9,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,10,A19,split/3,XDAWNCov-TS-LogReg,2,1
0,0.0,1,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,2,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,3,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,0.0,4,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,5,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,0.0,6,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,7,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,8,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,9,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,1.0,10,A19,split/3,XDAWNCov-TS-LogReg,3,1
0,0.0,1,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,0.0,2,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,3,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,4,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,5,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,6,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,7,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,8,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,9,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,10,A19,split/3,XDAWNCov-TS-LogReg,4,1
0,1.0,1,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,2,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,3,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,4,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,5,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,6,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,7,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,8,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,9,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,10,A19,split/3,XDAWNCov-TS-LogReg,5,1
0,0.0,1,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,2,A19,split/3,ERPCov-TS-LogReg,0,1
0,0.0,3,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,4,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,5,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,6,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,7,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,8,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,9,A19,split/3,ERPCov-TS-LogReg,0,1
0,1.0,10,A19,split/3,ERPCov-TS-LogReg,0,1
0,0.0,1,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,2,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,3,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,4,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,5,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,6,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,7,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,8,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,9,A19,split/3,ERPCov-TS-LogReg,1,1
0,1.0,10,A19,split/3,ERPCov-TS-LogReg,1,1
0,0.0,1,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,2,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,3,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,4,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,5,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,6,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,7,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,8,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,9,A19,split/3,ERPCov-TS-LogReg,2,1
0,1.0,10,A19,split/3,ERPCov-TS-LogReg,2,1
0,0.0,1,A19,split/3,ERPCov-TS-LogReg,3,1
0,0.0,2,A19,split/3,ERPCov-TS-LogReg,3,1
0,0.0,3,A19,split/3,ERPCov-TS-LogReg,3,1
0,1.0,4,A19,split/3,ERPCov-TS-LogReg,3,1
0,0.0,5,A19,split/3,ERPCov-TS-LogReg,3,1
0,0.0,6,A19,split/3,ERPCov-TS-LogReg,3,1
0,1.0,7,A19,split/3,ERPCov-TS-LogReg,3,1
0,1.0,8,A19,split/3,ERPCov-TS-LogReg,3,1
0,1.0,9,A19,split/3,ERPCov-TS-LogReg,3,1
0,1.0,10,A19,split/3,ERPCov-TS-LogReg,3,1
0,0.0,1,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,2,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,3,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,4,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,5,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,6,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,7,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,8,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,9,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,10,A19,split/3,ERPCov-TS-LogReg,4,1
0,1.0,1,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,2,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,3,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,4,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,5,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,6,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,7,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,8,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,9,A19,split/3,ERPCov-TS-LogReg,5,1
0,1.0,10,A19,split/3,ERPCov-TS-LogReg,5,1
0,0.0,1,A18,overt,XDAWNCov-TS-LogReg,0,1
0,0.0,2,A18,overt,XDAWNCov-TS-LogReg,0,1
0,0.0,3,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,4,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,5,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,6,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,7,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,8,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,9,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,10,A18,overt,XDAWNCov-TS-LogReg,0,1
0,1.0,1,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,2,A18,overt,XDAWNCov-TS-LogReg,1,1
0,0.0,3,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,4,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,5,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,6,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,7,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,8,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,9,A18,overt,XDAWNCov-TS-LogReg,1,1
0,1.0,10,A18,overt,XDAWNCov-TS-LogReg,1,1
0,0.0,1,A18,overt,XDAWNCov-TS-LogReg,2,1
0,0.0,2,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,3,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,4,A18,overt,XDAWNCov-TS-LogReg,2,1
0,0.0,5,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,6,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,7,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,8,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,9,A18,overt,XDAWNCov-TS-LogReg,2,1
0,1.0,10,A18,overt,XDAWNCov-TS-LogReg,2,1
0,0.0,1,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,2,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,3,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,4,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,5,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,6,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,7,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,8,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,9,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,10,A18,overt,XDAWNCov-TS-LogReg,3,1
0,0.0,1,A18,overt,XDAWNCov-TS-LogReg,4,1
0,0.0,2,A18,overt,XDAWNCov-TS-LogReg,4,1
0,0.0,3,A18,overt,XDAWNCov-TS-LogReg,4,1
0,0.0,4,A18,overt,XDAWNCov-TS-LogReg,4,1
0,0.0,5,A18,overt,XDAWNCov-TS-LogReg,4,1
0,0.0,6,A18,overt,XDAWNCov-TS-LogReg,4,1
0,1.0,7,A18,overt,XDAWNCov-TS-LogReg,4,1
0,1.0,8,A18,overt,XDAWNCov-TS-LogReg,4,1
0,1.0,9,A18,overt,XDAWNCov-TS-LogReg,4,1
0,1.0,10,A18,overt,XDAWNCov-TS-LogReg,4,1
0,0.0,1,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,2,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,3,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,4,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,5,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,6,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,7,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,8,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,9,A18,overt,XDAWNCov-TS-LogReg,5,1
0,1.0,10,A18,overt,XDAWNCov-TS-LogReg,5,1
0,0.0,1,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,2,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,3,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,4,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,5,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,6,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,7,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,8,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,9,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,10,A18,overt,ERPCov-TS-LogReg,0,1
0,1.0,1,A18,overt,ERPCov-TS-LogReg,1,1
0,1.0,2,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,3,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,4,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,5,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,6,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,7,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,8,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,9,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,10,A18,overt,ERPCov-TS-LogReg,1,1
0,0.0,1,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,2,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,3,A18,overt,ERPCov-TS-LogReg,2,1
0,1.0,4,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,5,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,6,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,7,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,8,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,9,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,10,A18,overt,ERPCov-TS-LogReg,2,1
0,0.0,1,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,2,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,3,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,4,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,5,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,6,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,7,A18,overt,ERPCov-TS-LogReg,3,1
0,1.0,8,A18,overt,ERPCov-TS-LogReg,3,1
0,1.0,9,A18,overt,ERPCov-TS-LogReg,3,1
0,1.0,10,A18,overt,ERPCov-TS-LogReg,3,1
0,0.0,1,A18,overt,ERPCov-TS-LogReg,4,1
0,0.0,2,A18,overt,ERPCov-TS-LogReg,4,1
0,0.0,3,A18,overt,ERPCov-TS-LogReg,4,1
0,0.0,4,A18,overt,ERPCov-TS-LogReg,4,1
0,0.0,5,A18,overt,ERPCov-TS-LogReg,4,1
0,1.0,6,A18,overt,ERPCov-TS-LogReg,4,1
0,1.0,7,A18,overt,ERPCov-TS-LogReg,4,1
0,1.0,8,A18,overt,ERPCov-TS-LogReg,4,1
0,1.0,9,A18,overt,ERPCov-TS-LogReg,4,1
0,1.0,10,A18,overt,ERPCov-TS-LogReg,4,1
0,1.0,1,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,2,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,3,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,4,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,5,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,6,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,7,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,8,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,9,A18,overt,ERPCov-TS-LogReg,5,1
0,1.0,10,A18,overt,ERPCov-TS-LogReg,5,1
0,0.0,1,A18,covert,XDAWNCov-TS-LogReg,0,1
0,1.0,2,A18,covert,XDAWNCov-TS-LogReg,0,1
0,0.0,3,A18,covert,XDAWNCov-TS-LogReg,0,1
0,0.0,4,A18,covert,XDAWNCov-TS-LogReg,0,1
0,1.0,5,A18,covert,XDAWNCov-TS-LogReg,0,1
0,1.0,6,A18,covert,XDAWNCov-TS-LogReg,0,1
0,1.0,7,A18,covert,XDAWNCov-TS-LogReg,0,1
0,0.0,8,A18,covert,XDAWNCov-TS-LogReg,0,1
0,0.0,9,A18,covert,XDAWNCov-TS-LogReg,0,1
0,0.0,10,A18,covert,XDAWNCov-TS-LogReg,0,1
0,1.0,1,A18,covert,XDAWNCov-TS-LogReg,1,1
0,1.0,2,A18,covert,XDAWNCov-TS-LogReg,1,1
0,1.0,3,A18,covert,XDAWNCov-TS-LogReg,1,1
0,0.0,4,A18,covert,XDAWNCov-TS-LogReg,1,1
0,0.0,5,A18,covert,XDAWNCov-TS-LogReg,1,1
0,1.0,6,A18,covert,XDAWNCov-TS-LogReg,1,1
0,0.0,7,A18,covert,XDAWNCov-TS-LogReg,1,1
0,0.0,8,A18,covert,XDAWNCov-TS-LogReg,1,1
0,0.0,9,A18,covert,XDAWNCov-TS-LogReg,1,1
0,1.0,10,A18,covert,XDAWNCov-TS-LogReg,1,1
0,1.0,1,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,2,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,3,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,4,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,5,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,6,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,7,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,8,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,9,A18,covert,XDAWNCov-TS-LogReg,2,1
0,1.0,10,A18,covert,XDAWNCov-TS-LogReg,2,1
0,0.0,1,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,2,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,3,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,4,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,5,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,6,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,7,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,8,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,9,A18,covert,XDAWNCov-TS-LogReg,3,1
0,0.0,10,A18,covert,XDAWNCov-TS-LogReg,3,1
0,1.0,1,A18,covert,XDAWNCov-TS-LogReg,4,1
