,accuracy,n_trials,subject,model,fold,session,condition
0,0.6,3,A06,ERPCov-TS-LogReg,3,2,S
0,0.6,4,A06,ERPCov-TS-LogReg,3,2,S
0,0.6,5,A06,ERPCov-TS-LogReg,3,2,S
0,0.6,6,A06,ERPCov-TS-LogReg,3,2,S
0,0.6,7,A06,ERPCov-TS-LogReg,3,2,S
0,0.6,8,A06,ERPCov-TS-LogReg,3,2,S
0,0.0,1,A06,ERPCov-TS-LogReg,4,2,S
0,0.0,2,A06,ERPCov-TS-LogReg,4,2,S
0,0.6,3,A06,ERPCov-TS-LogReg,4,2,S
0,0.8,4,A06,ERPCov-TS-LogReg,4,2,S
0,0.6,5,A06,ERPCov-TS-LogReg,4,2,S
0,0.6,6,A06,ERPCov-TS-LogReg,4,2,S
0,0.8,7,A06,ERPCov-TS-LogReg,4,2,S
0,0.8,8,A06,ERPCov-TS-LogReg,4,2,S
0,0.0,1,A06,ERPCov-TS-LogReg,5,2,S
0,0.2,2,A06,ERPCov-TS-LogReg,5,2,S
0,0.4,3,A06,ERPCov-TS-LogReg,5,2,S
0,0.4,4,A06,ERPCov-TS-LogReg,5,2,S
0,0.8,5,A06,ERPCov-TS-LogReg,5,2,S
0,0.8,6,A06,ERPCov-TS-LogReg,5,2,S
0,0.6,7,A06,ERPCov-TS-LogReg,5,2,S
0,0.6,8,A06,ERPCov-TS-LogReg,5,2,S
0,0.4,1,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.2,2,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.6,3,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.4,4,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.4,5,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.2,6,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.2,7,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.2,8,A06,XDAWNCov-TS-LogReg,0,2,G
0,0.0,1,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.0,3,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.0,7,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.2,8,A06,XDAWNCov-TS-LogReg,1,2,G
0,0.4,1,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.6,2,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.6,3,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.6,4,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.4,5,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.2,6,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.4,7,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.2,8,A06,XDAWNCov-TS-LogReg,2,2,G
0,0.4,1,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.4,2,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.4,3,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.4,4,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.4,5,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.4,6,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.2,7,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.4,8,A06,XDAWNCov-TS-LogReg,3,2,G
0,0.2,1,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.2,2,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.2,3,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.0,7,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.0,8,A06,XDAWNCov-TS-LogReg,4,2,G
0,0.2,1,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.2,3,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.4,4,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.0,7,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.0,8,A06,XDAWNCov-TS-LogReg,5,2,G
0,0.2,1,A06,ERPCov-TS-LogReg,0,2,G
0,0.0,2,A06,ERPCov-TS-LogReg,0,2,G
0,0.4,3,A06,ERPCov-TS-LogReg,0,2,G
0,0.2,4,A06,ERPCov-TS-LogReg,0,2,G
0,0.2,5,A06,ERPCov-TS-LogReg,0,2,G
0,0.4,6,A06,ERPCov-TS-LogReg,0,2,G
0,0.4,7,A06,ERPCov-TS-LogReg,0,2,G
0,0.4,8,A06,ERPCov-TS-LogReg,0,2,G
0,0.0,1,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,2,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,3,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,4,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,5,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,6,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,7,A06,ERPCov-TS-LogReg,1,2,G
0,0.0,8,A06,ERPCov-TS-LogReg,1,2,G
0,0.2,1,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,2,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,3,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,4,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,5,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,6,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,7,A06,ERPCov-TS-LogReg,2,2,G
0,0.4,8,A06,ERPCov-TS-LogReg,2,2,G
0,0.0,1,A06,ERPCov-TS-LogReg,3,2,G
0,0.2,2,A06,ERPCov-TS-LogReg,3,2,G
0,0.4,3,A06,ERPCov-TS-LogReg,3,2,G
0,0.2,4,A06,ERPCov-TS-LogReg,3,2,G
0,0.2,5,A06,ERPCov-TS-LogReg,3,2,G
0,0.2,6,A06,ERPCov-TS-LogReg,3,2,G
0,0.2,7,A06,ERPCov-TS-LogReg,3,2,G
0,0.4,8,A06,ERPCov-TS-LogReg,3,2,G
0,0.0,1,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,2,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,3,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,4,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,5,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,6,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,7,A06,ERPCov-TS-LogReg,4,2,G
0,0.0,8,A06,ERPCov-TS-LogReg,4,2,G
0,0.2,1,A06,ERPCov-TS-LogReg,5,2,G
0,0.2,2,A06,ERPCov-TS-LogReg,5,2,G
0,0.2,3,A06,ERPCov-TS-LogReg,5,2,G
0,0.2,4,A06,ERPCov-TS-LogReg,5,2,G
0,0.2,5,A06,ERPCov-TS-LogReg,5,2,G
0,0.4,6,A06,ERPCov-TS-LogReg,5,2,G
0,0.4,7,A06,ERPCov-TS-LogReg,5,2,G
0,0.4,8,A06,ERPCov-TS-LogReg,5,2,G
0,0.2,1,A06,XDAWNCov-TS-LogReg,0,3,S
0,0.2,2,A06,XDAWNCov-TS-LogReg,0,3,S
0,0.6,3,A06,XDAWNCov-TS-LogReg,0,3,S
0,0.8,4,A06,XDAWNCov-TS-LogReg,0,3,S
0,1.0,5,A06,XDAWNCov-TS-LogReg,0,3,S
0,1.0,6,A06,XDAWNCov-TS-LogReg,0,3,S
0,1.0,7,A06,XDAWNCov-TS-LogReg,0,3,S
0,1.0,8,A06,XDAWNCov-TS-LogReg,0,3,S
0,0.2,1,A06,XDAWNCov-TS-LogReg,1,3,S
0,0.4,2,A06,XDAWNCov-TS-LogReg,1,3,S
0,0.8,3,A06,XDAWNCov-TS-LogReg,1,3,S
0,0.8,4,A06,XDAWNCov-TS-LogReg,1,3,S
0,0.8,5,A06,XDAWNCov-TS-LogReg,1,3,S
0,1.0,6,A06,XDAWNCov-TS-LogReg,1,3,S
0,1.0,7,A06,XDAWNCov-TS-LogReg,1,3,S
0,1.0,8,A06,XDAWNCov-TS-LogReg,1,3,S
0,0.4,1,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.6,2,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.6,3,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.6,4,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.8,5,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.6,6,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.8,7,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.8,8,A06,XDAWNCov-TS-LogReg,2,3,S
0,0.6,1,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.4,2,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.4,3,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.4,4,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.4,5,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.4,6,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.6,7,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.6,8,A06,XDAWNCov-TS-LogReg,3,3,S
0,0.2,1,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.0,2,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.4,3,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.6,4,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.6,5,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.6,6,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.8,7,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.8,8,A06,XDAWNCov-TS-LogReg,4,3,S
0,0.2,1,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.2,2,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.2,3,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.2,4,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.4,5,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.4,6,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.4,7,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.8,8,A06,XDAWNCov-TS-LogReg,5,3,S
0,0.2,1,A06,ERPCov-TS-LogReg,0,3,S
0,0.4,2,A06,ERPCov-TS-LogReg,0,3,S
0,0.4,3,A06,ERPCov-TS-LogReg,0,3,S
0,0.6,4,A06,ERPCov-TS-LogReg,0,3,S
0,0.8,5,A06,ERPCov-TS-LogReg,0,3,S
0,0.8,6,A06,ERPCov-TS-LogReg,0,3,S
0,1.0,7,A06,ERPCov-TS-LogReg,0,3,S
0,1.0,8,A06,ERPCov-TS-LogReg,0,3,S
0,0.4,1,A06,ERPCov-TS-LogReg,1,3,S
0,0.6,2,A06,ERPCov-TS-LogReg,1,3,S
0,0.8,3,A06,ERPCov-TS-LogReg,1,3,S
0,0.8,4,A06,ERPCov-TS-LogReg,1,3,S
0,1.0,5,A06,ERPCov-TS-LogReg,1,3,S
0,1.0,6,A06,ERPCov-TS-LogReg,1,3,S
0,1.0,7,A06,ERPCov-TS-LogReg,1,3,S
0,0.8,8,A06,ERPCov-TS-LogReg,1,3,S
0,0.0,1,A06,ERPCov-TS-LogReg,2,3,S
0,0.2,2,A06,ERPCov-TS-LogReg,2,3,S
0,0.4,3,A06,ERPCov-TS-LogReg,2,3,S
0,0.6,4,A06,ERPCov-TS-LogReg,2,3,S
0,0.4,5,A06,ERPCov-TS-LogReg,2,3,S
0,1.0,6,A06,ERPCov-TS-LogReg,2,3,S
0,1.0,7,A06,ERPCov-TS-LogReg,2,3,S
0,0.8,8,A06,ERPCov-TS-LogReg,2,3,S
0,0.0,1,A06,ERPCov-TS-LogReg,3,3,S
0,0.2,2,A06,ERPCov-TS-LogReg,3,3,S
0,0.2,3,A06,ERPCov-TS-LogReg,3,3,S
0,0.2,4,A06,ERPCov-TS-LogReg,3,3,S
0,0.2,5,A06,ERPCov-TS-LogReg,3,3,S
0,0.6,6,A06,ERPCov-TS-LogReg,3,3,S
0,0.4,7,A06,ERPCov-TS-LogReg,3,3,S
0,0.4,8,A06,ERPCov-TS-LogReg,3,3,S
0,0.2,1,A06,ERPCov-TS-LogReg,4,3,S
0,0.0,2,A06,ERPCov-TS-LogReg,4,3,S
0,0.2,3,A06,ERPCov-TS-LogReg,4,3,S
0,0.6,4,A06,ERPCov-TS-LogReg,4,3,S
0,0.6,5,A06,ERPCov-TS-LogReg,4,3,S
0,0.8,6,A06,ERPCov-TS-LogReg,4,3,S
0,0.6,7,A06,ERPCov-TS-LogReg,4,3,S
0,0.6,8,A06,ERPCov-TS-LogReg,4,3,S
0,0.0,1,A06,ERPCov-TS-LogReg,5,3,S
0,0.0,2,A06,ERPCov-TS-LogReg,5,3,S
0,0.2,3,A06,ERPCov-TS-LogReg,5,3,S
0,0.4,4,A06,ERPCov-TS-LogReg,5,3,S
0,0.4,5,A06,ERPCov-TS-LogReg,5,3,S
0,0.6,6,A06,ERPCov-TS-LogReg,5,3,S
0,0.8,7,A06,ERPCov-TS-LogReg,5,3,S
0,0.8,8,A06,ERPCov-TS-LogReg,5,3,S
0,0.0,1,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.0,3,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.2,4,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.4,7,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.0,8,A06,XDAWNCov-TS-LogReg,0,3,G
0,0.0,1,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.2,2,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.2,3,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.2,5,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.2,6,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.4,7,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.4,8,A06,XDAWNCov-TS-LogReg,1,3,G
0,0.0,1,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.0,3,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.2,5,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.2,6,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.2,7,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.6,8,A06,XDAWNCov-TS-LogReg,2,3,G
0,0.0,1,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,3,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,7,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,8,A06,XDAWNCov-TS-LogReg,3,3,G
0,0.0,1,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.2,3,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.2,7,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.2,8,A06,XDAWNCov-TS-LogReg,4,3,G
0,0.0,1,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.0,2,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.0,3,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.0,4,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.0,5,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.0,6,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.2,7,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.4,8,A06,XDAWNCov-TS-LogReg,5,3,G
0,0.0,1,A06,ERPCov-TS-LogReg,0,3,G
0,0.0,2,A06,ERPCov-TS-LogReg,0,3,G
0,0.0,3,A06,ERPCov-TS-LogReg,0,3,G
0,0.0,4,A06,ERPCov-TS-LogReg,0,3,G
0,0.2,5,A06,ERPCov-TS-LogReg,0,3,G
0,0.0,6,A06,ERPCov-TS-LogReg,0,3,G
0,0.2,7,A06,ERPCov-TS-LogReg,0,3,G
0,0.2,8,A06,ERPCov-TS-LogReg,0,3,G
0,0.0,1,A06,ERPCov-TS-LogReg,1,3,G
0,0.0,2,A06,ERPCov-TS-LogReg,1,3,G
0,0.2,3,A06,ERPCov-TS-LogReg,1,3,G
0,0.0,4,A06,ERPCov-TS-LogReg,1,3,G
0,0.2,5,A06,ERPCov-TS-LogReg,1,3,G
0,0.2,6,A06,ERPCov-TS-LogReg,1,3,G
0,0.2,7,A06,ERPCov-TS-LogReg,1,3,G
0,0.2,8,A06,ERPCov-TS-LogReg,1,3,G
0,0.0,1,A06,ERPCov-TS-LogReg,2,3,G
0,0.0,2,A06,ERPCov-TS-LogReg,2,3,G
0,0.0,3,A06,ERPCov-TS-LogReg,2,3,G
0,0.0,4,A06,ERPCov-TS-LogReg,2,3,G
0,0.0,5,A06,ERPCov-TS-LogReg,2,3,G
0,0.2,6,A06,ERPCov-TS-LogReg,2,3,G
0,0.6,7,A06,ERPCov-TS-LogReg,2,3,G
0,0.6,8,A06,ERPCov-TS-LogReg,2,3,G
0,0.0,1,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,2,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,3,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,4,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,5,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,6,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,7,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,8,A06,ERPCov-TS-LogReg,3,3,G
0,0.0,1,A06,ERPCov-TS-LogReg,4,3,G
0,0.0,2,A06,ERPCov-TS-LogReg,4,3,G
0,0.0,3,A06,ERPCov-TS-LogReg,4,3,G
0,0.2,4,A06,ERPCov-TS-LogReg,4,3,G
0,0.4,5,A06,ERPCov-TS-LogReg,4,3,G
0,0.2,6,A06,ERPCov-TS-LogReg,4,3,G
0,0.6,7,A06,ERPCov-TS-LogReg,4,3,G
0,0.2,8,A06,ERPCov-TS-LogReg,4,3,G
0,0.0,1,A06,ERPCov-TS-LogReg,5,3,G
0,0.0,2,A06,ERPCov-TS-LogReg,5,3,G
0,0.0,3,A06,ERPCov-TS-LogReg,5,3,G
0,0.0,4,A06,ERPCov-TS-LogReg,5,3,G
0,0.0,5,A06,ERPCov-TS-LogReg,5,3,G
0,0.0,6,A06,ERPCov-TS-LogReg,5,3,G
0,0.2,7,A06,ERPCov-TS-LogReg,5,3,G
0,0.2,8,A06,ERPCov-TS-LogReg,5,3,G
0,0.0,1,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.2,2,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.4,3,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.2,4,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.4,5,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.4,6,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.6,7,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.4,8,A08,XDAWNCov-TS-LogReg,0,1,S
0,0.2,1,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.2,2,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.6,3,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.8,4,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.8,5,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.8,6,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.8,7,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.8,8,A08,XDAWNCov-TS-LogReg,1,1,S
0,0.4,1,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.2,2,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.2,3,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.4,4,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.6,5,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.6,6,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.6,7,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.6,8,A08,XDAWNCov-TS-LogReg,2,1,S
0,0.2,1,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.0,2,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.2,3,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.6,4,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.2,5,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.6,6,A08,XDAWNCov-TS-LogReg,3,1,S
0,1.0,7,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.8,8,A08,XDAWNCov-TS-LogReg,3,1,S
0,0.2,1,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.0,2,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.4,3,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.6,4,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.6,5,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.4,6,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.4,7,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.8,8,A08,XDAWNCov-TS-LogReg,4,1,S
0,0.0,1,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.6,2,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.8,3,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.4,4,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.8,5,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.8,6,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.8,7,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.6,8,A08,XDAWNCov-TS-LogReg,5,1,S
0,0.0,1,A08,ERPCov-TS-LogReg,0,1,S
0,0.2,2,A08,ERPCov-TS-LogReg,0,1,S
0,0.6,3,A08,ERPCov-TS-LogReg,0,1,S
0,0.6,4,A08,ERPCov-TS-LogReg,0,1,S
0,0.6,5,A08,ERPCov-TS-LogReg,0,1,S
0,0.6,6,A08,ERPCov-TS-LogReg,0,1,S
0,0.8,7,A08,ERPCov-TS-LogReg,0,1,S
0,0.8,8,A08,ERPCov-TS-LogReg,0,1,S
0,0.2,1,A08,ERPCov-TS-LogReg,1,1,S
0,0.6,2,A08,ERPCov-TS-LogReg,1,1,S
0,0.4,3,A08,ERPCov-TS-LogReg,1,1,S
0,0.6,4,A08,ERPCov-TS-LogReg,1,1,S
0,0.6,5,A08,ERPCov-TS-LogReg,1,1,S
0,0.6,6,A08,ERPCov-TS-LogReg,1,1,S
0,0.6,7,A08,ERPCov-TS-LogReg,1,1,S
0,0.6,8,A08,ERPCov-TS-LogReg,1,1,S
0,0.2,1,A08,ERPCov-TS-LogReg,2,1,S
0,0.2,2,A08,ERPCov-TS-LogReg,2,1,S
0,0.2,3,A08,ERPCov-TS-LogReg,2,1,S
0,0.4,4,A08,ERPCov-TS-LogReg,2,1,S
0,0.2,5,A08,ERPCov-TS-LogReg,2,1,S
0,0.4,6,A08,ERPCov-TS-LogReg,2,1,S
0,0.4,7,A08,ERPCov-TS-LogReg,2,1,S
0,0.2,8,A08,ERPCov-TS-LogReg,2,1,S
0,0.0,1,A08,ERPCov-TS-LogReg,3,1,S
0,0.0,2,A08,ERPCov-TS-LogReg,3,1,S
0,0.0,3,A08,ERPCov-TS-LogReg,3,1,S
0,0.2,4,A08,ERPCov-TS-LogReg,3,1,S
0,0.2,5,A08,ERPCov-TS-LogReg,3,1,S
0,0.8,6,A08,ERPCov-TS-LogReg,3,1,S
0,0.8,7,A08,ERPCov-TS-LogReg,3,1,S
0,1.0,8,A08,ERPCov-TS-LogReg,3,1,S
0,0.6,1,A08,ERPCov-TS-LogReg,4,1,S
0,0.8,2,A08,ERPCov-TS-LogReg,4,1,S
0,1.0,3,A08,ERPCov-TS-LogReg,4,1,S
0,0.8,4,A08,ERPCov-TS-LogReg,4,1,S
0,0.8,5,A08,ERPCov-TS-LogReg,4,1,S
0,0.8,6,A08,ERPCov-TS-LogReg,4,1,S
0,0.6,7,A08,ERPCov-TS-LogReg,4,1,S
0,0.6,8,A08,ERPCov-TS-LogReg,4,1,S
0,0.2,1,A08,ERPCov-TS-LogReg,5,1,S
0,0.8,2,A08,ERPCov-TS-LogReg,5,1,S
0,0.8,3,A08,ERPCov-TS-LogReg,5,1,S
0,0.8,4,A08,ERPCov-TS-LogReg,5,1,S
0,0.8,5,A08,ERPCov-TS-LogReg,5,1,S
0,1.0,6,A08,ERPCov-TS-LogReg,5,1,S
0,0.6,7,A08,ERPCov-TS-LogReg,5,1,S
0,0.6,8,A08,ERPCov-TS-LogReg,5,1,S
0,0.0,1,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.0,2,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.0,3,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.4,4,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.4,5,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.6,6,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.4,7,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.4,8,A08,XDAWNCov-TS-LogReg,0,1,G
0,0.0,1,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.0,2,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.2,3,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.0,4,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.4,5,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.6,6,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.6,7,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.6,8,A08,XDAWNCov-TS-LogReg,1,1,G
0,0.0,1,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.0,2,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.2,3,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.4,4,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.4,5,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.6,6,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.4,7,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.6,8,A08,XDAWNCov-TS-LogReg,2,1,G
0,0.2,1,A08,XDAWNCov-TS-LogReg,3,1,G
0,0.0,2,A08,XDAWNCov-TS-LogReg,3,1,G
0,0.0,3,A08,XDAWNCov-TS-LogReg,3,1,G
0,0.0,4,A08,XDAWNCov-TS-LogReg,3,1,G
0,0.2,5,A08,XDAWNCov-TS-LogReg,3,1,G
0,0.0,6,A08,XDAWNCov-TS-LogReg,3,1,G
