,index,roc_auc,model,fold,subject,session,train_cond,test_cond
0,0,0.9493670886075949,XDAWN+TS+LogReg,0,A05,1,S,S
1,0,0.6225961538461539,XDAWN+TS+LogReg,0,A05,1,S,G
2,0,0.7103513770180436,XDAWN+TS+LogReg,0,A05,1,S,mix
3,0,0.9485232067510548,XDAWN+TS+LogReg,1,A05,1,S,S
4,0,0.600609756097561,XDAWN+TS+LogReg,1,A05,1,S,G
5,0,0.7283653846153846,XDAWN+TS+LogReg,1,A05,1,S,mix
6,0,0.9367088607594938,XDAWN+TS+LogReg,2,A05,1,S,S
7,0,0.687719298245614,XDAWN+TS+LogReg,2,A05,1,S,G
8,0,0.7516025641025641,XDAWN+TS+LogReg,2,A05,1,S,mix
9,0,0.9645569620253165,XDAWN+TS+LogReg,3,A05,1,S,S
10,0,0.5393430099312453,XDAWN+TS+LogReg,3,A05,1,S,G
11,0,0.7473214285714285,XDAWN+TS+LogReg,3,A05,1,S,mix
12,0,0.9383012820512822,XDAWN+TS+LogReg,4,A05,1,S,S
13,0,0.5139240506329115,XDAWN+TS+LogReg,4,A05,1,S,G
14,0,0.7755847953216375,XDAWN+TS+LogReg,4,A05,1,S,mix
15,0,0.9879807692307693,XDAWN+TS+LogReg,5,A05,1,S,S
16,0,0.6151898734177216,XDAWN+TS+LogReg,5,A05,1,S,G
17,0,0.8589743589743589,XDAWN+TS+LogReg,5,A05,1,S,mix
18,0,0.6067510548523207,XDAWN+TS+LogReg,0,A05,1,G,S
19,0,0.5721518987341773,XDAWN+TS+LogReg,0,A05,1,G,G
20,0,0.7435897435897436,XDAWN+TS+LogReg,0,A05,1,G,mix
21,0,0.6834935897435898,XDAWN+TS+LogReg,1,A05,1,G,S
22,0,0.7308016877637131,XDAWN+TS+LogReg,1,A05,1,G,G
23,0,0.6923076923076923,XDAWN+TS+LogReg,1,A05,1,G,mix
24,0,0.7394957983193278,XDAWN+TS+LogReg,2,A05,1,G,S
25,0,0.7291666666666667,XDAWN+TS+LogReg,2,A05,1,G,G
26,0,0.7272727272727273,XDAWN+TS+LogReg,2,A05,1,G,mix
27,0,0.7388414055080722,XDAWN+TS+LogReg,3,A05,1,G,S
28,0,0.6538461538461539,XDAWN+TS+LogReg,3,A05,1,G,G
29,0,0.7692895339954163,XDAWN+TS+LogReg,3,A05,1,G,mix
30,0,0.6646341463414634,XDAWN+TS+LogReg,4,A05,1,G,S
31,0,0.6578525641025641,XDAWN+TS+LogReg,4,A05,1,G,G
32,0,0.7669642857142858,XDAWN+TS+LogReg,4,A05,1,G,mix
33,0,0.8189473684210526,XDAWN+TS+LogReg,5,A05,1,G,S
34,0,0.7540064102564104,XDAWN+TS+LogReg,5,A05,1,G,G
35,0,0.8624561403508773,XDAWN+TS+LogReg,5,A05,1,G,mix
36,0,0.9181286549707602,XDAWN+TS+LogReg,0,A05,1,mix,S
37,0,0.7054093567251463,XDAWN+TS+LogReg,0,A05,1,mix,G
38,0,0.7848101265822784,XDAWN+TS+LogReg,0,A05,1,mix,mix
39,0,0.8831168831168832,XDAWN+TS+LogReg,1,A05,1,mix,S
40,0,0.7952702702702703,XDAWN+TS+LogReg,1,A05,1,mix,G
41,0,0.8691983122362869,XDAWN+TS+LogReg,1,A05,1,mix,mix
42,0,0.9174679487179487,XDAWN+TS+LogReg,2,A05,1,mix,S
43,0,0.6101265822784809,XDAWN+TS+LogReg,2,A05,1,mix,G
44,0,0.7713080168776371,XDAWN+TS+LogReg,2,A05,1,mix,mix
45,0,0.9126602564102564,XDAWN+TS+LogReg,3,A05,1,mix,S
46,0,0.6133928571428571,XDAWN+TS+LogReg,3,A05,1,mix,G
47,0,0.7363782051282052,XDAWN+TS+LogReg,3,A05,1,mix,mix
48,0,0.9620132953466287,XDAWN+TS+LogReg,4,A05,1,mix,S
49,0,0.7267857142857143,XDAWN+TS+LogReg,4,A05,1,mix,G
50,0,0.8237179487179487,XDAWN+TS+LogReg,4,A05,1,mix,mix
51,0,0.8810975609756099,XDAWN+TS+LogReg,5,A05,1,mix,S
52,0,0.6685660018993353,XDAWN+TS+LogReg,5,A05,1,mix,G
53,0,0.7780448717948718,XDAWN+TS+LogReg,5,A05,1,mix,mix
54,0,0.9034188034188035,XDAWN+TS+LogReg,0,A05,2,S,S
55,0,0.6798941798941799,XDAWN+TS+LogReg,0,A05,2,S,G
56,0,0.6858766233766234,XDAWN+TS+LogReg,0,A05,2,S,mix
57,0,0.9717948717948718,XDAWN+TS+LogReg,1,A05,2,S,S
58,0,0.5637860082304527,XDAWN+TS+LogReg,1,A05,2,S,G
59,0,0.7557692307692309,XDAWN+TS+LogReg,1,A05,2,S,mix
60,0,0.967099567099567,XDAWN+TS+LogReg,2,A05,2,S,S
61,0,0.5229993698802773,XDAWN+TS+LogReg,2,A05,2,S,G
62,0,0.8672161172161174,XDAWN+TS+LogReg,2,A05,2,S,mix
63,0,0.942857142857143,XDAWN+TS+LogReg,3,A05,2,S,S
64,0,0.6052083333333333,XDAWN+TS+LogReg,3,A05,2,S,G
65,0,0.830574488802337,XDAWN+TS+LogReg,3,A05,2,S,mix
66,0,0.948051948051948,XDAWN+TS+LogReg,4,A05,2,S,S
67,0,0.6415686274509804,XDAWN+TS+LogReg,4,A05,2,S,G
68,0,0.8708791208791209,XDAWN+TS+LogReg,4,A05,2,S,mix
69,0,0.9230769230769231,XDAWN+TS+LogReg,5,A05,2,S,S
70,0,0.7306547619047619,XDAWN+TS+LogReg,5,A05,2,S,G
71,0,0.8048611111111111,XDAWN+TS+LogReg,5,A05,2,S,mix
72,0,0.6273504273504273,XDAWN+TS+LogReg,0,A05,2,G,S
73,0,0.6696428571428571,XDAWN+TS+LogReg,0,A05,2,G,G
74,0,0.7929475587703435,XDAWN+TS+LogReg,0,A05,2,G,mix
75,0,0.6615384615384615,XDAWN+TS+LogReg,1,A05,2,G,S
76,0,0.8271103896103895,XDAWN+TS+LogReg,1,A05,2,G,G
77,0,0.7512820512820513,XDAWN+TS+LogReg,1,A05,2,G,mix
78,0,0.6952288218111002,XDAWN+TS+LogReg,2,A05,2,G,S
79,0,0.5263157894736842,XDAWN+TS+LogReg,2,A05,2,G,G
80,0,0.7760416666666666,XDAWN+TS+LogReg,2,A05,2,G,mix
81,0,0.7152014652014652,XDAWN+TS+LogReg,3,A05,2,G,S
82,0,0.7341991341991342,XDAWN+TS+LogReg,3,A05,2,G,G
83,0,0.7784722222222222,XDAWN+TS+LogReg,3,A05,2,G,mix
84,0,0.6313725490196078,XDAWN+TS+LogReg,4,A05,2,G,S
85,0,0.6571428571428571,XDAWN+TS+LogReg,4,A05,2,G,G
86,0,0.7935855263157895,XDAWN+TS+LogReg,4,A05,2,G,mix
87,0,0.8008658008658008,XDAWN+TS+LogReg,5,A05,2,G,S
88,0,0.7012987012987013,XDAWN+TS+LogReg,5,A05,2,G,G
89,0,0.892891918208374,XDAWN+TS+LogReg,5,A05,2,G,mix
90,0,0.9388335704125177,XDAWN+TS+LogReg,0,A05,2,mix,S
91,0,0.7335616438356165,XDAWN+TS+LogReg,0,A05,2,mix,G
92,0,0.8863247863247863,XDAWN+TS+LogReg,0,A05,2,mix,mix
93,0,0.9634615384615385,XDAWN+TS+LogReg,1,A05,2,mix,S
94,0,0.7808823529411766,XDAWN+TS+LogReg,1,A05,2,mix,G
95,0,0.7247863247863248,XDAWN+TS+LogReg,1,A05,2,mix,mix
96,0,0.912828947368421,XDAWN+TS+LogReg,2,A05,2,mix,S
97,0,0.6311688311688312,XDAWN+TS+LogReg,2,A05,2,mix,G
98,0,0.7809523809523808,XDAWN+TS+LogReg,2,A05,2,mix,mix
99,0,0.931547619047619,XDAWN+TS+LogReg,3,A05,2,mix,S
100,0,0.7728911319394376,XDAWN+TS+LogReg,3,A05,2,mix,G
101,0,0.8086580086580086,XDAWN+TS+LogReg,3,A05,2,mix,mix
102,0,0.925,XDAWN+TS+LogReg,4,A05,2,mix,S
103,0,0.8333333333333334,XDAWN+TS+LogReg,4,A05,2,mix,G
104,0,0.8658008658008658,XDAWN+TS+LogReg,4,A05,2,mix,mix
105,0,0.9513145082765335,XDAWN+TS+LogReg,5,A05,2,mix,S
106,0,0.682570593962999,XDAWN+TS+LogReg,5,A05,2,mix,G
107,0,0.8199134199134199,XDAWN+TS+LogReg,5,A05,2,mix,mix
108,0,0.9483333333333335,XDAWN+TS+LogReg,0,A05,3,S,S
