,accuracy,n_trials,subject,condition,model,fold,session
0,0.0,7,A06,split/3,wCBLE,4,1
0,0.0,8,A06,split/3,wCBLE,4,1
0,0.0,9,A06,split/3,wCBLE,4,1
0,1.0,10,A06,split/3,wCBLE,4,1
0,0.0,1,A06,split/3,wCBLE,5,1
0,0.0,2,A06,split/3,wCBLE,5,1
0,0.0,3,A06,split/3,wCBLE,5,1
0,0.0,4,A06,split/3,wCBLE,5,1
0,0.0,5,A06,split/3,wCBLE,5,1
0,0.0,6,A06,split/3,wCBLE,5,1
0,1.0,7,A06,split/3,wCBLE,5,1
0,1.0,8,A06,split/3,wCBLE,5,1
0,1.0,9,A06,split/3,wCBLE,5,1
0,1.0,10,A06,split/3,wCBLE,5,1
0,0.0,1,A06,split/3,tLDA,0,1
0,0.0,2,A06,split/3,tLDA,0,1
0,0.0,3,A06,split/3,tLDA,0,1
0,0.0,4,A06,split/3,tLDA,0,1
0,0.0,5,A06,split/3,tLDA,0,1
0,0.0,6,A06,split/3,tLDA,0,1
0,0.0,7,A06,split/3,tLDA,0,1
0,0.0,8,A06,split/3,tLDA,0,1
0,0.0,9,A06,split/3,tLDA,0,1
0,0.0,10,A06,split/3,tLDA,0,1
0,0.0,1,A06,split/3,tLDA,1,1
0,0.0,2,A06,split/3,tLDA,1,1
0,0.0,3,A06,split/3,tLDA,1,1
0,1.0,4,A06,split/3,tLDA,1,1
0,1.0,5,A06,split/3,tLDA,1,1
0,0.0,6,A06,split/3,tLDA,1,1
0,0.0,7,A06,split/3,tLDA,1,1
0,1.0,8,A06,split/3,tLDA,1,1
0,1.0,9,A06,split/3,tLDA,1,1
0,1.0,10,A06,split/3,tLDA,1,1
0,1.0,1,A06,split/3,tLDA,2,1
0,1.0,2,A06,split/3,tLDA,2,1
0,1.0,3,A06,split/3,tLDA,2,1
0,0.0,4,A06,split/3,tLDA,2,1
0,0.0,5,A06,split/3,tLDA,2,1
0,0.0,6,A06,split/3,tLDA,2,1
0,0.0,7,A06,split/3,tLDA,2,1
0,0.0,8,A06,split/3,tLDA,2,1
0,0.0,9,A06,split/3,tLDA,2,1
0,0.0,10,A06,split/3,tLDA,2,1
0,0.0,1,A06,split/3,tLDA,3,1
0,1.0,2,A06,split/3,tLDA,3,1
0,1.0,3,A06,split/3,tLDA,3,1
0,1.0,4,A06,split/3,tLDA,3,1
0,1.0,5,A06,split/3,tLDA,3,1
0,1.0,6,A06,split/3,tLDA,3,1
0,1.0,7,A06,split/3,tLDA,3,1
0,1.0,8,A06,split/3,tLDA,3,1
0,1.0,9,A06,split/3,tLDA,3,1
0,1.0,10,A06,split/3,tLDA,3,1
0,1.0,1,A06,split/3,tLDA,4,1
0,0.0,2,A06,split/3,tLDA,4,1
0,0.0,3,A06,split/3,tLDA,4,1
0,1.0,4,A06,split/3,tLDA,4,1
0,0.0,5,A06,split/3,tLDA,4,1
0,0.0,6,A06,split/3,tLDA,4,1
0,0.0,7,A06,split/3,tLDA,4,1
0,0.0,8,A06,split/3,tLDA,4,1
0,0.0,9,A06,split/3,tLDA,4,1
0,0.0,10,A06,split/3,tLDA,4,1
0,0.0,1,A06,split/3,tLDA,5,1
0,0.0,2,A06,split/3,tLDA,5,1
0,0.0,3,A06,split/3,tLDA,5,1
0,0.0,4,A06,split/3,tLDA,5,1
0,1.0,5,A06,split/3,tLDA,5,1
0,0.0,6,A06,split/3,tLDA,5,1
0,0.0,7,A06,split/3,tLDA,5,1
0,1.0,8,A06,split/3,tLDA,5,1
0,1.0,9,A06,split/3,tLDA,5,1
0,1.0,10,A06,split/3,tLDA,5,1
0,0.0,1,A17,overt,CBLE,0,1
0,1.0,2,A17,overt,CBLE,0,1
0,1.0,3,A17,overt,CBLE,0,1
0,1.0,4,A17,overt,CBLE,0,1
0,1.0,5,A17,overt,CBLE,0,1
0,1.0,6,A17,overt,CBLE,0,1
0,1.0,7,A17,overt,CBLE,0,1
0,1.0,8,A17,overt,CBLE,0,1
0,1.0,9,A17,overt,CBLE,0,1
0,1.0,10,A17,overt,CBLE,0,1
0,0.0,1,A17,overt,CBLE,1,1
0,0.0,2,A17,overt,CBLE,1,1
0,0.0,3,A17,overt,CBLE,1,1
0,1.0,4,A17,overt,CBLE,1,1
0,1.0,5,A17,overt,CBLE,1,1
0,1.0,6,A17,overt,CBLE,1,1
0,1.0,7,A17,overt,CBLE,1,1
0,1.0,8,A17,overt,CBLE,1,1
0,1.0,9,A17,overt,CBLE,1,1
0,1.0,10,A17,overt,CBLE,1,1
0,1.0,1,A17,overt,CBLE,2,1
0,1.0,2,A17,overt,CBLE,2,1
0,1.0,3,A17,overt,CBLE,2,1
0,1.0,4,A17,overt,CBLE,2,1
0,1.0,5,A17,overt,CBLE,2,1
0,1.0,6,A17,overt,CBLE,2,1
0,1.0,7,A17,overt,CBLE,2,1
0,1.0,8,A17,overt,CBLE,2,1
0,1.0,9,A17,overt,CBLE,2,1
0,1.0,10,A17,overt,CBLE,2,1
0,1.0,1,A17,overt,CBLE,3,1
0,1.0,2,A17,overt,CBLE,3,1
0,1.0,3,A17,overt,CBLE,3,1
0,1.0,4,A17,overt,CBLE,3,1
0,1.0,5,A17,overt,CBLE,3,1
0,0.0,6,A17,overt,CBLE,3,1
0,0.0,7,A17,overt,CBLE,3,1
0,1.0,8,A17,overt,CBLE,3,1
0,1.0,9,A17,overt,CBLE,3,1
0,1.0,10,A17,overt,CBLE,3,1
0,0.0,1,A17,overt,CBLE,4,1
0,1.0,2,A17,overt,CBLE,4,1
0,1.0,3,A17,overt,CBLE,4,1
0,1.0,4,A17,overt,CBLE,4,1
0,1.0,5,A17,overt,CBLE,4,1
0,1.0,6,A17,overt,CBLE,4,1
0,1.0,7,A17,overt,CBLE,4,1
0,1.0,8,A17,overt,CBLE,4,1
0,1.0,9,A17,overt,CBLE,4,1
0,1.0,10,A17,overt,CBLE,4,1
0,0.0,1,A17,overt,CBLE,5,1
0,1.0,2,A17,overt,CBLE,5,1
0,1.0,3,A17,overt,CBLE,5,1
0,1.0,4,A17,overt,CBLE,5,1
0,1.0,5,A17,overt,CBLE,5,1
0,1.0,6,A17,overt,CBLE,5,1
0,1.0,7,A17,overt,CBLE,5,1
0,1.0,8,A17,overt,CBLE,5,1
0,1.0,9,A17,overt,CBLE,5,1
0,1.0,10,A17,overt,CBLE,5,1
0,0.0,1,A17,overt,wCBLE,0,1
0,1.0,2,A17,overt,wCBLE,0,1
0,1.0,3,A17,overt,wCBLE,0,1
0,1.0,4,A17,overt,wCBLE,0,1
0,1.0,5,A17,overt,wCBLE,0,1
0,1.0,6,A17,overt,wCBLE,0,1
0,1.0,7,A17,overt,wCBLE,0,1
0,1.0,8,A17,overt,wCBLE,0,1
0,1.0,9,A17,overt,wCBLE,0,1
0,1.0,10,A17,overt,wCBLE,0,1
0,0.0,1,A17,overt,wCBLE,1,1
0,0.0,2,A17,overt,wCBLE,1,1
0,1.0,3,A17,overt,wCBLE,1,1
0,1.0,4,A17,overt,wCBLE,1,1
0,1.0,5,A17,overt,wCBLE,1,1
0,1.0,6,A17,overt,wCBLE,1,1
0,1.0,7,A17,overt,wCBLE,1,1
0,1.0,8,A17,overt,wCBLE,1,1
0,1.0,9,A17,overt,wCBLE,1,1
0,1.0,10,A17,overt,wCBLE,1,1
0,0.0,1,A17,overt,wCBLE,2,1
0,1.0,2,A17,overt,wCBLE,2,1
0,1.0,3,A17,overt,wCBLE,2,1
0,1.0,4,A17,overt,wCBLE,2,1
0,1.0,5,A17,overt,wCBLE,2,1
0,1.0,6,A17,overt,wCBLE,2,1
0,1.0,7,A17,overt,wCBLE,2,1
0,1.0,8,A17,overt,wCBLE,2,1
0,1.0,9,A17,overt,wCBLE,2,1
0,1.0,10,A17,overt,wCBLE,2,1
0,0.0,1,A17,overt,wCBLE,3,1
0,1.0,2,A17,overt,wCBLE,3,1
0,1.0,3,A17,overt,wCBLE,3,1
0,1.0,4,A17,overt,wCBLE,3,1
0,1.0,5,A17,overt,wCBLE,3,1
0,1.0,6,A17,overt,wCBLE,3,1
0,1.0,7,A17,overt,wCBLE,3,1
0,1.0,8,A17,overt,wCBLE,3,1
0,1.0,9,A17,overt,wCBLE,3,1
0,1.0,10,A17,overt,wCBLE,3,1
0,1.0,1,A17,overt,wCBLE,4,1
0,1.0,2,A17,overt,wCBLE,4,1
0,1.0,3,A17,overt,wCBLE,4,1
0,1.0,4,A17,overt,wCBLE,4,1
0,1.0,5,A17,overt,wCBLE,4,1
0,1.0,6,A17,overt,wCBLE,4,1
0,1.0,7,A17,overt,wCBLE,4,1
0,1.0,8,A17,overt,wCBLE,4,1
0,1.0,9,A17,overt,wCBLE,4,1
0,1.0,10,A17,overt,wCBLE,4,1
0,0.0,1,A17,overt,wCBLE,5,1
0,0.0,2,A17,overt,wCBLE,5,1
0,1.0,3,A17,overt,wCBLE,5,1
0,1.0,4,A17,overt,wCBLE,5,1
0,1.0,5,A17,overt,wCBLE,5,1
0,1.0,6,A17,overt,wCBLE,5,1
0,1.0,7,A17,overt,wCBLE,5,1
0,1.0,8,A17,overt,wCBLE,5,1
0,1.0,9,A17,overt,wCBLE,5,1
0,1.0,10,A17,overt,wCBLE,5,1
0,0.0,1,A17,overt,tLDA,0,1
0,1.0,2,A17,overt,tLDA,0,1
0,1.0,3,A17,overt,tLDA,0,1
0,1.0,4,A17,overt,tLDA,0,1
0,1.0,5,A17,overt,tLDA,0,1
0,1.0,6,A17,overt,tLDA,0,1
0,1.0,7,A17,overt,tLDA,0,1
0,1.0,8,A17,overt,tLDA,0,1
0,1.0,9,A17,overt,tLDA,0,1
0,1.0,10,A17,overt,tLDA,0,1
0,0.0,1,A17,overt,tLDA,1,1
0,0.0,2,A17,overt,tLDA,1,1
0,0.0,3,A17,overt,tLDA,1,1
0,1.0,4,A17,overt,tLDA,1,1
0,1.0,5,A17,overt,tLDA,1,1
0,1.0,6,A17,overt,tLDA,1,1
0,1.0,7,A17,overt,tLDA,1,1
0,1.0,8,A17,overt,tLDA,1,1
0,1.0,9,A17,overt,tLDA,1,1
0,1.0,10,A17,overt,tLDA,1,1
0,0.0,1,A17,overt,tLDA,2,1
0,1.0,2,A17,overt,tLDA,2,1
0,1.0,3,A17,overt,tLDA,2,1
0,1.0,4,A17,overt,tLDA,2,1
0,1.0,5,A17,overt,tLDA,2,1
0,1.0,6,A17,overt,tLDA,2,1
0,1.0,7,A17,overt,tLDA,2,1
0,1.0,8,A17,overt,tLDA,2,1
0,1.0,9,A17,overt,tLDA,2,1
0,1.0,10,A17,overt,tLDA,2,1
0,1.0,1,A17,overt,tLDA,3,1
0,1.0,2,A17,overt,tLDA,3,1
0,1.0,3,A17,overt,tLDA,3,1
0,1.0,4,A17,overt,tLDA,3,1
0,1.0,5,A17,overt,tLDA,3,1
0,0.0,6,A17,overt,tLDA,3,1
0,1.0,7,A17,overt,tLDA,3,1
0,1.0,8,A17,overt,tLDA,3,1
0,1.0,9,A17,overt,tLDA,3,1
0,1.0,10,A17,overt,tLDA,3,1
0,0.0,1,A17,overt,tLDA,4,1
0,1.0,2,A17,overt,tLDA,4,1
0,1.0,3,A17,overt,tLDA,4,1
0,1.0,4,A17,overt,tLDA,4,1
0,1.0,5,A17,overt,tLDA,4,1
0,1.0,6,A17,overt,tLDA,4,1
0,1.0,7,A17,overt,tLDA,4,1
0,1.0,8,A17,overt,tLDA,4,1
0,1.0,9,A17,overt,tLDA,4,1
0,1.0,10,A17,overt,tLDA,4,1
0,0.0,1,A17,overt,tLDA,5,1
0,1.0,2,A17,overt,tLDA,5,1
0,1.0,3,A17,overt,tLDA,5,1
0,1.0,4,A17,overt,tLDA,5,1
0,1.0,5,A17,overt,tLDA,5,1
0,1.0,6,A17,overt,tLDA,5,1
0,1.0,7,A17,overt,tLDA,5,1
0,1.0,8,A17,overt,tLDA,5,1
0,1.0,9,A17,overt,tLDA,5,1
0,1.0,10,A17,overt,tLDA,5,1
0,0.0,1,A17,covert,CBLE,0,1
0,1.0,2,A17,covert,CBLE,0,1
0,1.0,3,A17,covert,CBLE,0,1
0,1.0,4,A17,covert,CBLE,0,1
0,1.0,5,A17,covert,CBLE,0,1
0,1.0,6,A17,covert,CBLE,0,1
0,1.0,7,A17,covert,CBLE,0,1
0,1.0,8,A17,covert,CBLE,0,1
0,1.0,9,A17,covert,CBLE,0,1
0,1.0,10,A17,covert,CBLE,0,1
0,0.0,1,A17,covert,CBLE,1,1
0,0.0,2,A17,covert,CBLE,1,1
0,0.0,3,A17,covert,CBLE,1,1
0,0.0,4,A17,covert,CBLE,1,1
0,0.0,5,A17,covert,CBLE,1,1
0,0.0,6,A17,covert,CBLE,1,1
0,1.0,7,A17,covert,CBLE,1,1
0,0.0,8,A17,covert,CBLE,1,1
0,1.0,9,A17,covert,CBLE,1,1
0,1.0,10,A17,covert,CBLE,1,1
0,0.0,1,A17,covert,CBLE,2,1
0,1.0,2,A17,covert,CBLE,2,1
0,0.0,3,A17,covert,CBLE,2,1
0,0.0,4,A17,covert,CBLE,2,1
0,0.0,5,A17,covert,CBLE,2,1
0,0.0,6,A17,covert,CBLE,2,1
0,0.0,7,A17,covert,CBLE,2,1
0,0.0,8,A17,covert,CBLE,2,1
0,0.0,9,A17,covert,CBLE,2,1
0,0.0,10,A17,covert,CBLE,2,1
0,1.0,1,A17,covert,CBLE,3,1
0,1.0,2,A17,covert,CBLE,3,1
0,1.0,3,A17,covert,CBLE,3,1
0,1.0,4,A17,covert,CBLE,3,1
0,1.0,5,A17,covert,CBLE,3,1
0,1.0,6,A17,covert,CBLE,3,1
0,1.0,7,A17,covert,CBLE,3,1
0,1.0,8,A17,covert,CBLE,3,1
0,1.0,9,A17,covert,CBLE,3,1
0,1.0,10,A17,covert,CBLE,3,1
0,0.0,1,A17,covert,CBLE,4,1
0,1.0,2,A17,covert,CBLE,4,1
0,1.0,3,A17,covert,CBLE,4,1
0,1.0,4,A17,covert,CBLE,4,1
0,1.0,5,A17,covert,CBLE,4,1
0,1.0,6,A17,covert,CBLE,4,1
0,1.0,7,A17,covert,CBLE,4,1
0,1.0,8,A17,covert,CBLE,4,1
0,1.0,9,A17,covert,CBLE,4,1
0,1.0,10,A17,covert,CBLE,4,1
0,0.0,1,A17,covert,CBLE,5,1
0,0.0,2,A17,covert,CBLE,5,1
0,0.0,3,A17,covert,CBLE,5,1
0,0.0,4,A17,covert,CBLE,5,1
0,0.0,5,A17,covert,CBLE,5,1
0,0.0,6,A17,covert,CBLE,5,1
0,0.0,7,A17,covert,CBLE,5,1
0,0.0,8,A17,covert,CBLE,5,1
0,0.0,9,A17,covert,CBLE,5,1
0,1.0,10,A17,covert,CBLE,5,1
0,0.0,1,A17,covert,wCBLE,0,1
0,1.0,2,A17,covert,wCBLE,0,1
0,1.0,3,A17,covert,wCBLE,0,1
0,1.0,4,A17,covert,wCBLE,0,1
0,1.0,5,A17,covert,wCBLE,0,1
0,1.0,6,A17,covert,wCBLE,0,1
0,1.0,7,A17,covert,wCBLE,0,1
0,1.0,8,A17,covert,wCBLE,0,1
0,1.0,9,A17,covert,wCBLE,0,1
0,1.0,10,A17,covert,wCBLE,0,1
0,0.0,1,A17,covert,wCBLE,1,1
0,0.0,2,A17,covert,wCBLE,1,1
0,0.0,3,A17,covert,wCBLE,1,1
0,0.0,4,A17,covert,wCBLE,1,1
0,0.0,5,A17,covert,wCBLE,1,1
0,0.0,6,A17,covert,wCBLE,1,1
0,0.0,7,A17,covert,wCBLE,1,1
0,1.0,8,A17,covert,wCBLE,1,1
0,1.0,9,A17,covert,wCBLE,1,1
0,1.0,10,A17,covert,wCBLE,1,1
0,1.0,1,A17,covert,wCBLE,2,1
0,1.0,2,A17,covert,wCBLE,2,1
0,0.0,3,A17,covert,wCBLE,2,1
0,0.0,4,A17,covert,wCBLE,2,1
0,0.0,5,A17,covert,wCBLE,2,1
0,0.0,6,A17,covert,wCBLE,2,1
0,0.0,7,A17,covert,wCBLE,2,1
0,0.0,8,A17,covert,wCBLE,2,1
0,0.0,9,A17,covert,wCBLE,2,1
0,0.0,10,A17,covert,wCBLE,2,1
0,1.0,1,A17,covert,wCBLE,3,1
0,1.0,2,A17,covert,wCBLE,3,1
0,1.0,3,A17,covert,wCBLE,3,1
0,1.0,4,A17,covert,wCBLE,3,1
0,1.0,5,A17,covert,wCBLE,3,1
0,1.0,6,A17,covert,wCBLE,3,1
0,1.0,7,A17,covert,wCBLE,3,1
0,1.0,8,A17,covert,wCBLE,3,1
0,1.0,9,A17,covert,wCBLE,3,1
0,1.0,10,A17,covert,wCBLE,3,1
0,0.0,1,A17,covert,wCBLE,4,1
0,1.0,2,A17,covert,wCBLE,4,1
0,1.0,3,A17,covert,wCBLE,4,1
0,1.0,4,A17,covert,wCBLE,4,1
0,1.0,5,A17,covert,wCBLE,4,1
0,1.0,6,A17,covert,wCBLE,4,1
0,1.0,7,A17,covert,wCBLE,4,1
0,1.0,8,A17,covert,wCBLE,4,1
0,1.0,9,A17,covert,wCBLE,4,1
0,1.0,10,A17,covert,wCBLE,4,1
0,0.0,1,A17,covert,wCBLE,5,1
0,0.0,2,A17,covert,wCBLE,5,1
0,0.0,3,A17,covert,wCBLE,5,1
0,0.0,4,A17,covert,wCBLE,5,1
0,1.0,5,A17,covert,wCBLE,5,1
0,1.0,6,A17,covert,wCBLE,5,1
0,1.0,7,A17,covert,wCBLE,5,1
0,0.0,8,A17,covert,wCBLE,5,1
0,1.0,9,A17,covert,wCBLE,5,1
0,1.0,10,A17,covert,wCBLE,5,1
0,0.0,1,A17,covert,tLDA,0,1
0,1.0,2,A17,covert,tLDA,0,1
0,1.0,3,A17,covert,tLDA,0,1
0,1.0,4,A17,covert,tLDA,0,1
0,1.0,5,A17,covert,tLDA,0,1
0,1.0,6,A17,covert,tLDA,0,1
0,1.0,7,A17,covert,tLDA,0,1
0,0.0,8,A17,covert,tLDA,0,1
0,1.0,9,A17,covert,tLDA,0,1
0,1.0,10,A17,covert,tLDA,0,1
0,0.0,1,A17,covert,tLDA,1,1
0,0.0,2,A17,covert,tLDA,1,1
0,0.0,3,A17,covert,tLDA,1,1
0,0.0,4,A17,covert,tLDA,1,1
0,0.0,5,A17,covert,tLDA,1,1
0,0.0,6,A17,covert,tLDA,1,1
0,1.0,7,A17,covert,tLDA,1,1
0,0.0,8,A17,covert,tLDA,1,1
0,1.0,9,A17,covert,tLDA,1,1
0,1.0,10,A17,covert,tLDA,1,1
0,0.0,1,A17,covert,tLDA,2,1
0,1.0,2,A17,covert,tLDA,2,1
0,0.0,3,A17,covert,tLDA,2,1
0,0.0,4,A17,covert,tLDA,2,1
0,0.0,5,A17,covert,tLDA,2,1
0,0.0,6,A17,covert,tLDA,2,1
0,0.0,7,A17,covert,tLDA,2,1
0,0.0,8,A17,covert,tLDA,2,1
0,0.0,9,A17,covert,tLDA,2,1
0,1.0,10,A17,covert,tLDA,2,1
0,0.0,1,A17,covert,tLDA,3,1
0,1.0,2,A17,covert,tLDA,3,1
0,1.0,3,A17,covert,tLDA,3,1
0,1.0,4,A17,covert,tLDA,3,1
0,1.0,5,A17,covert,tLDA,3,1
0,1.0,6,A17,covert,tLDA,3,1
0,1.0,7,A17,covert,tLDA,3,1
0,1.0,8,A17,covert,tLDA,3,1
0,1.0,9,A17,covert,tLDA,3,1
0,1.0,10,A17,covert,tLDA,3,1
0,1.0,1,A17,covert,tLDA,4,1
0,1.0,2,A17,covert,tLDA,4,1
0,1.0,3,A17,covert,tLDA,4,1
0,1.0,4,A17,covert,tLDA,4,1
0,1.0,5,A17,covert,tLDA,4,1
0,1.0,6,A17,covert,tLDA,4,1
0,1.0,7,A17,covert,tLDA,4,1
0,1.0,8,A17,covert,tLDA,4,1
0,1.0,9,A17,covert,tLDA,4,1
0,1.0,10,A17,covert,tLDA,4,1
0,0.0,1,A17,covert,tLDA,5,1
0,0.0,2,A17,covert,tLDA,5,1
0,0.0,3,A17,covert,tLDA,5,1
0,0.0,4,A17,covert,tLDA,5,1
0,0.0,5,A17,covert,tLDA,5,1
0,0.0,6,A17,covert,tLDA,5,1
0,0.0,7,A17,covert,tLDA,5,1
0,0.0,8,A17,covert,tLDA,5,1
0,0.0,9,A17,covert,tLDA,5,1
0,1.0,10,A17,covert,tLDA,5,1
0,0.0,1,A17,split/1,CBLE,0,1
0,0.0,2,A17,split/1,CBLE,0,1
0,0.0,3,A17,split/1,CBLE,0,1
0,0.0,4,A17,split/1,CBLE,0,1
0,0.0,5,A17,split/1,CBLE,0,1
0,0.0,6,A17,split/1,CBLE,0,1
0,0.0,7,A17,split/1,CBLE,0,1
0,0.0,8,A17,split/1,CBLE,0,1
0,0.0,9,A17,split/1,CBLE,0,1
0,0.0,10,A17,split/1,CBLE,0,1
0,0.0,1,A17,split/1,CBLE,1,1
0,0.0,2,A17,split/1,CBLE,1,1
0,0.0,3,A17,split/1,CBLE,1,1
0,0.0,4,A17,split/1,CBLE,1,1
0,0.0,5,A17,split/1,CBLE,1,1
0,0.0,6,A17,split/1,CBLE,1,1
0,0.0,7,A17,split/1,CBLE,1,1
0,0.0,8,A17,split/1,CBLE,1,1
0,0.0,9,A17,split/1,CBLE,1,1
0,0.0,10,A17,split/1,CBLE,1,1
0,0.0,1,A17,split/1,CBLE,2,1
0,0.0,2,A17,split/1,CBLE,2,1
0,0.0,3,A17,split/1,CBLE,2,1
0,0.0,4,A17,split/1,CBLE,2,1
0,0.0,5,A17,split/1,CBLE,2,1
0,0.0,6,A17,split/1,CBLE,2,1
0,0.0,7,A17,split/1,CBLE,2,1
0,1.0,8,A17,split/1,CBLE,2,1
0,0.0,9,A17,split/1,CBLE,2,1
0,0.0,10,A17,split/1,CBLE,2,1
0,0.0,1,A17,split/1,CBLE,3,1
0,1.0,2,A17,split/1,CBLE,3,1
0,0.0,3,A17,split/1,CBLE,3,1
0,0.0,4,A17,split/1,CBLE,3,1
0,1.0,5,A17,split/1,CBLE,3,1
0,0.0,6,A17,split/1,CBLE,3,1
0,1.0,7,A17,split/1,CBLE,3,1
0,1.0,8,A17,split/1,CBLE,3,1
0,1.0,9,A17,split/1,CBLE,3,1
0,1.0,10,A17,split/1,CBLE,3,1
0,1.0,1,A17,split/1,CBLE,4,1
0,0.0,2,A17,split/1,CBLE,4,1
0,0.0,3,A17,split/1,CBLE,4,1
0,0.0,4,A17,split/1,CBLE,4,1
0,0.0,5,A17,split/1,CBLE,4,1
0,0.0,6,A17,split/1,CBLE,4,1
0,0.0,7,A17,split/1,CBLE,4,1
0,0.0,8,A17,split/1,CBLE,4,1
0,0.0,9,A17,split/1,CBLE,4,1
0,0.0,10,A17,split/1,CBLE,4,1
0,0.0,1,A17,split/1,CBLE,5,1
0,0.0,2,A17,split/1,CBLE,5,1
0,0.0,3,A17,split/1,CBLE,5,1
0,0.0,4,A17,split/1,CBLE,5,1
0,0.0,5,A17,split/1,CBLE,5,1
0,0.0,6,A17,split/1,CBLE,5,1
0,0.0,7,A17,split/1,CBLE,5,1
0,0.0,8,A17,split/1,CBLE,5,1
0,0.0,9,A17,split/1,CBLE,5,1
0,0.0,10,A17,split/1,CBLE,5,1
0,0.0,1,A17,split/1,wCBLE,0,1
0,0.0,2,A17,split/1,wCBLE,0,1
0,0.0,3,A17,split/1,wCBLE,0,1
0,0.0,4,A17,split/1,wCBLE,0,1
0,0.0,5,A17,split/1,wCBLE,0,1
0,0.0,6,A17,split/1,wCBLE,0,1
0,0.0,7,A17,split/1,wCBLE,0,1
0,0.0,8,A17,split/1,wCBLE,0,1
0,0.0,9,A17,split/1,wCBLE,0,1
0,0.0,10,A17,split/1,wCBLE,0,1
0,0.0,1,A17,split/1,wCBLE,1,1
0,0.0,2,A17,split/1,wCBLE,1,1
0,0.0,3,A17,split/1,wCBLE,1,1
0,0.0,4,A17,split/1,wCBLE,1,1
0,0.0,5,A17,split/1,wCBLE,1,1
0,0.0,6,A17,split/1,wCBLE,1,1
0,0.0,7,A17,split/1,wCBLE,1,1
0,0.0,8,A17,split/1,wCBLE,1,1
0,0.0,9,A17,split/1,wCBLE,1,1
0,0.0,10,A17,split/1,wCBLE,1,1
0,0.0,1,A17,split/1,wCBLE,2,1
0,0.0,2,A17,split/1,wCBLE,2,1
0,1.0,3,A17,split/1,wCBLE,2,1
0,1.0,4,A17,split/1,wCBLE,2,1
0,1.0,5,A17,split/1,wCBLE,2,1
0,1.0,6,A17,split/1,wCBLE,2,1
0,1.0,7,A17,split/1,wCBLE,2,1
0,1.0,8,A17,split/1,wCBLE,2,1
0,1.0,9,A17,split/1,wCBLE,2,1
0,1.0,10,A17,split/1,wCBLE,2,1
0,0.0,1,A17,split/1,wCBLE,3,1
0,0.0,2,A17,split/1,wCBLE,3,1
0,0.0,3,A17,split/1,wCBLE,3,1
0,0.0,4,A17,split/1,wCBLE,3,1
0,0.0,5,A17,split/1,wCBLE,3,1
0,1.0,6,A17,split/1,wCBLE,3,1
0,1.0,7,A17,split/1,wCBLE,3,1
0,1.0,8,A17,split/1,wCBLE,3,1
0,1.0,9,A17,split/1,wCBLE,3,1
0,1.0,10,A17,split/1,wCBLE,3,1
0,0.0,1,A17,split/1,wCBLE,4,1
0,0.0,2,A17,split/1,wCBLE,4,1
0,0.0,3,A17,split/1,wCBLE,4,1
0,0.0,4,A17,split/1,wCBLE,4,1
0,0.0,5,A17,split/1,wCBLE,4,1
0,0.0,6,A17,split/1,wCBLE,4,1
0,0.0,7,A17,split/1,wCBLE,4,1
0,0.0,8,A17,split/1,wCBLE,4,1
0,0.0,9,A17,split/1,wCBLE,4,1
0,0.0,10,A17,split/1,wCBLE,4,1
0,0.0,1,A17,split/1,wCBLE,5,1
0,0.0,2,A17,split/1,wCBLE,5,1
0,0.0,3,A17,split/1,wCBLE,5,1
0,0.0,4,A17,split/1,wCBLE,5,1
0,0.0,5,A17,split/1,wCBLE,5,1
0,0.0,6,A17,split/1,wCBLE,5,1
0,1.0,7,A17,split/1,wCBLE,5,1
0,1.0,8,A17,split/1,wCBLE,5,1
0,1.0,9,A17,split/1,wCBLE,5,1
0,1.0,10,A17,split/1,wCBLE,5,1
0,0.0,1,A17,split/1,tLDA,0,1
0,0.0,2,A17,split/1,tLDA,0,1
0,0.0,3,A17,split/1,tLDA,0,1
0,0.0,4,A17,split/1,tLDA,0,1
0,0.0,5,A17,split/1,tLDA,0,1
0,0.0,6,A17,split/1,tLDA,0,1
0,0.0,7,A17,split/1,tLDA,0,1
0,0.0,8,A17,split/1,tLDA,0,1
0,0.0,9,A17,split/1,tLDA,0,1
0,0.0,10,A17,split/1,tLDA,0,1
0,0.0,1,A17,split/1,tLDA,1,1
0,0.0,2,A17,split/1,tLDA,1,1
0,0.0,3,A17,split/1,tLDA,1,1
0,0.0,4,A17,split/1,tLDA,1,1
0,0.0,5,A17,split/1,tLDA,1,1
0,0.0,6,A17,split/1,tLDA,1,1
0,0.0,7,A17,split/1,tLDA,1,1
0,0.0,8,A17,split/1,tLDA,1,1
0,0.0,9,A17,split/1,tLDA,1,1
0,0.0,10,A17,split/1,tLDA,1,1
0,0.0,1,A17,split/1,tLDA,2,1
0,0.0,2,A17,split/1,tLDA,2,1
0,1.0,3,A17,split/1,tLDA,2,1
0,0.0,4,A17,split/1,tLDA,2,1
0,0.0,5,A17,split/1,tLDA,2,1
0,0.0,6,A17,split/1,tLDA,2,1
0,0.0,7,A17,split/1,tLDA,2,1
0,1.0,8,A17,split/1,tLDA,2,1
0,0.0,9,A17,split/1,tLDA,2,1
0,0.0,10,A17,split/1,tLDA,2,1
0,0.0,1,A17,split/1,tLDA,3,1
0,0.0,2,A17,split/1,tLDA,3,1
0,0.0,3,A17,split/1,tLDA,3,1
0,0.0,4,A17,split/1,tLDA,3,1
0,1.0,5,A17,split/1,tLDA,3,1
