,fit_time,score_time,test_score,subject,session,task,acquisition,run,processing,space,recording,split,description,condition,pipeline
230,0.5455520153045654,0.01320195198059082,0.34848484848484845,PB03,01,cvsa,,,ica,,,,,free,WCBLE
231,0.5305123329162598,0.017346858978271484,0.30303030303030304,PB03,01,cvsa,,,ica,,,,,free,WCBLE
232,0.6562290191650391,0.014708280563354492,0.3914141414141414,PB03,01,cvsa,,,ica,,,,,free,WCBLE
233,0.37080812454223633,0.015570878982543945,0.27525252525252525,PB03,01,cvsa,,,ica,,,,,free,WCBLE
234,0.44104623794555664,0.013853788375854492,0.4090909090909091,PB03,01,cvsa,,,ica,,,,,free,WCBLE
235,0.4326441287994385,0.012163162231445312,0.5303030303030303,PB03,01,cvsa,,,ica,,,,,free,WCBLE
236,0.390902042388916,0.012847661972045898,0.4116161616161616,PB03,01,cvsa,,,ica,,,,,free,WCBLE
237,0.534945011138916,0.012341737747192383,0.6085858585858586,PB03,01,cvsa,,,ica,,,,,free,WCBLE
238,0.6507635116577148,0.012516975402832031,0.3005050505050505,PB03,01,cvsa,,,ica,,,,,free,WCBLE
239,0.6691946983337402,0.01462697982788086,0.4832041343669251,PB03,01,cvsa,,,ica,,,,,free,WCBLE
250,0.2819325923919678,0.012236833572387695,0.8518518518518519,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
251,0.4080235958099365,0.012434244155883789,0.8472222222222222,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
252,0.31888914108276367,0.011757612228393555,0.8694444444444444,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
253,0.2959156036376953,0.012464761734008789,0.8282828282828283,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
254,0.5523700714111328,0.012047529220581055,0.8282828282828282,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
255,0.4156525135040283,0.012080669403076172,0.6818181818181819,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
256,0.5237207412719727,0.011580944061279297,0.797979797979798,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
257,0.3364131450653076,0.011720895767211914,0.8661616161616162,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
258,0.32694172859191895,0.011628389358520508,0.7626262626262627,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
259,0.30654311180114746,0.011410951614379883,0.7196969696969697,PB04,01,cvsa,,,ica,,,,,overt,WCBLE
270,0.39876389503479004,0.011447429656982422,0.6956521739130435,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
271,0.38355112075805664,0.01249837875366211,0.42546583850931674,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
272,0.40431904792785645,0.012229442596435547,0.49999999999999994,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
273,0.5642507076263428,0.012440681457519531,0.3277777777777778,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
274,0.5581259727478027,0.012918710708618164,0.6138888888888889,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
275,0.4146559238433838,0.011512994766235352,0.5583333333333333,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
276,0.5084819793701172,0.012211799621582031,0.4166666666666667,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
277,0.3932490348815918,0.011464118957519531,0.3666666666666667,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
278,0.2805294990539551,0.011809349060058594,0.5083333333333333,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
279,0.4730658531188965,0.011698007583618164,0.4222222222222222,PB04,01,cvsa,,,ica,,,,,covert,WCBLE
290,0.2398834228515625,0.011710166931152344,0.8579545454545454,PB04,01,cvsa,,,ica,,,,,free,WCBLE
291,0.24817752838134766,0.012279033660888672,0.9573863636363636,PB04,01,cvsa,,,ica,,,,,free,WCBLE
292,0.23347997665405273,0.011933326721191406,0.9431818181818181,PB04,01,cvsa,,,ica,,,,,free,WCBLE
293,0.18778705596923828,0.011859893798828125,0.9328165374677002,PB04,01,cvsa,,,ica,,,,,free,WCBLE
294,0.18764591217041016,0.01161813735961914,0.7364341085271316,PB04,01,cvsa,,,ica,,,,,free,WCBLE
295,0.1878514289855957,0.012026786804199219,0.9121447028423773,PB04,01,cvsa,,,ica,,,,,free,WCBLE
296,0.19907212257385254,0.012057065963745117,0.648578811369509,PB04,01,cvsa,,,ica,,,,,free,WCBLE
297,0.28165102005004883,0.011710405349731445,0.7994186046511629,PB04,01,cvsa,,,ica,,,,,free,WCBLE
298,0.2406172752380371,0.011985540390014648,1.0,PB04,01,cvsa,,,ica,,,,,free,WCBLE
299,0.24649310111999512,0.011721134185791016,0.8488372093023256,PB04,01,cvsa,,,ica,,,,,free,WCBLE
310,0.4026908874511719,0.012552499771118164,0.3669250645994832,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
311,0.5079667568206787,0.012903451919555664,0.5710594315245479,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
312,0.3426835536956787,0.012836217880249023,0.6875,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
313,0.28234434127807617,0.012256622314453125,0.7698863636363636,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
314,0.45072150230407715,0.012350320816040039,0.8607954545454546,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
315,0.5021660327911377,0.012778997421264648,0.6789772727272727,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
316,0.8617861270904541,0.01276254653930664,0.7122093023255814,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
317,0.39726805686950684,0.012702226638793945,0.7209302325581395,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
318,0.35690736770629883,0.012373924255371094,0.7412790697674418,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
319,0.4867219924926758,0.012545108795166016,0.7674418604651163,PC02,01,cvsa,,,ica,,,,,overt,WCBLE
330,0.46323394775390625,0.012789011001586914,0.4814814814814815,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
331,0.40222930908203125,0.012703418731689453,0.6243386243386244,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
332,0.36250782012939453,0.012750864028930664,0.4883720930232558,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
333,0.5188932418823242,0.012753009796142578,0.7732558139534884,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
334,0.3509969711303711,0.012735843658447266,0.6133720930232558,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
335,0.48445630073547363,0.013088226318359375,0.6744186046511629,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
336,0.4036386013031006,0.012871980667114258,0.6482558139534884,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
337,0.4833557605743408,0.012581825256347656,0.6366279069767442,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
338,0.4582850933074951,0.012404918670654297,0.7142857142857143,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
339,0.38524699211120605,0.01282644271850586,0.6130952380952381,PC02,01,cvsa,,,ica,,,,,covert,WCBLE
350,0.42705774307250977,0.018947124481201172,0.8345679012345679,PC02,01,cvsa,,,ica,,,,,free,WCBLE
351,0.4250178337097168,0.012971162796020508,0.6987654320987654,PC02,01,cvsa,,,ica,,,,,free,WCBLE
352,0.36685681343078613,0.013102293014526367,0.5777777777777778,PC02,01,cvsa,,,ica,,,,,free,WCBLE
353,0.3835737705230713,0.01310420036315918,0.819753086419753,PC02,01,cvsa,,,ica,,,,,free,WCBLE
354,0.42020511627197266,0.012996912002563477,0.7283950617283951,PC02,01,cvsa,,,ica,,,,,free,WCBLE
355,0.4688115119934082,0.013051748275756836,0.6123456790123456,PC02,01,cvsa,,,ica,,,,,free,WCBLE
356,0.4220771789550781,0.012998104095458984,0.5580808080808081,PC02,01,cvsa,,,ica,,,,,free,WCBLE
357,0.476931095123291,0.020538330078125,0.8282828282828283,PC02,01,cvsa,,,ica,,,,,free,WCBLE
358,0.40484619140625,0.01305699348449707,0.7828282828282828,PC02,01,cvsa,,,ica,,,,,free,WCBLE
359,0.37039709091186523,0.013142824172973633,0.9090909090909091,PC02,01,cvsa,,,ica,,,,,free,WCBLE
370,0.30344390869140625,0.011905431747436523,0.6983695652173914,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
371,0.36284375190734863,0.011420488357543945,0.8740740740740741,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
372,0.5278089046478271,0.012069463729858398,0.6222222222222221,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
373,0.37544751167297363,0.011858940124511719,0.6641975308641975,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
374,0.2873649597167969,0.01184391975402832,0.6194444444444445,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
375,0.339569091796875,0.011386632919311523,0.836111111111111,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
376,0.32912421226501465,0.011993646621704102,0.7555555555555555,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
377,0.4933512210845947,0.011857748031616211,0.6000000000000001,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
378,0.28408241271972656,0.011385440826416016,0.6805555555555556,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
379,0.2826573848724365,0.011400461196899414,0.6805555555555555,PC03,01,cvsa,,,ica,,,,,overt,WCBLE
390,0.4144766330718994,0.01174020767211914,0.6732954545454545,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
391,0.3673527240753174,0.011818885803222656,0.6988636363636365,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
392,0.4157264232635498,0.011857032775878906,0.5596590909090908,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
393,0.4151132106781006,0.011878013610839844,0.2755681818181818,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
394,0.44956278800964355,0.011390447616577148,0.5174418604651162,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
395,0.32495641708374023,0.011886119842529297,0.48837209302325585,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
396,0.4717283248901367,0.011783599853515625,0.625,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
397,0.41745424270629883,0.011681079864501953,0.561046511627907,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
398,0.27930474281311035,0.011842489242553711,0.33139534883720934,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
399,0.44531941413879395,0.01182866096496582,0.6191860465116279,PC03,01,cvsa,,,ica,,,,,covert,WCBLE
410,0.44742798805236816,0.012079954147338867,0.7803030303030303,PC03,01,cvsa,,,ica,,,,,free,WCBLE
411,0.3325047492980957,0.012014627456665039,0.6414141414141414,PC03,01,cvsa,,,ica,,,,,free,WCBLE
412,0.45789337158203125,0.012151956558227539,0.5984848484848485,PC03,01,cvsa,,,ica,,,,,free,WCBLE
413,0.4290764331817627,0.012044668197631836,0.5656565656565656,PC03,01,cvsa,,,ica,,,,,free,WCBLE
414,0.379899263381958,0.011670112609863281,0.5681818181818181,PC03,01,cvsa,,,ica,,,,,free,WCBLE
415,0.4226357936859131,0.012136220932006836,0.5176767676767676,PC03,01,cvsa,,,ica,,,,,free,WCBLE
416,0.3339684009552002,0.012000083923339844,0.5681818181818181,PC03,01,cvsa,,,ica,,,,,free,WCBLE
417,0.3802073001861572,0.011605024337768555,0.6640826873385013,PC03,01,cvsa,,,ica,,,,,free,WCBLE
418,0.3462347984313965,0.012038469314575195,0.702842377260982,PC03,01,cvsa,,,ica,,,,,free,WCBLE
419,0.4284248352050781,0.01190185546875,0.6072351421188631,PC03,01,cvsa,,,ica,,,,,free,WCBLE
430,0.4386258125305176,0.011830806732177734,0.46172839506172836,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
431,0.36688971519470215,0.01238870620727539,0.711111111111111,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
432,0.5427398681640625,0.011637210845947266,0.5888888888888888,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
433,0.47296953201293945,0.012024641036987305,0.7333333333333334,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
434,0.5558121204376221,0.012173175811767578,0.6472222222222221,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
435,0.41028499603271484,0.01163172721862793,0.65,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
436,0.45171117782592773,0.012125253677368164,0.6166666666666667,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
437,0.2585456371307373,0.012426614761352539,0.7222222222222222,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
438,0.41464877128601074,0.012021064758300781,0.8277777777777777,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
439,0.48271656036376953,0.012184858322143555,0.6060606060606061,PC04,01,cvsa,,,ica,,,,,overt,WCBLE
450,0.49106335639953613,0.012206792831420898,0.755050505050505,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
451,0.4399583339691162,0.012218475341796875,0.48232323232323226,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
452,0.36850929260253906,0.012239456176757812,0.5353535353535354,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
453,0.42675161361694336,0.01199483871459961,0.8106060606060606,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
454,0.3723611831665039,0.012509822845458984,0.7449494949494949,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
455,0.4469313621520996,0.012215375900268555,0.6464646464646464,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
456,0.46817660331726074,0.01234126091003418,0.6969696969696969,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
457,0.4828357696533203,0.011729240417480469,0.7829457364341086,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
458,0.4738805294036865,0.012268304824829102,0.524547803617571,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
459,0.5017645359039307,0.012324333190917969,0.6459948320413436,PC04,01,cvsa,,,ica,,,,,covert,WCBLE
470,0.38815760612487793,0.012571334838867188,0.6522727272727273,PC04,01,cvsa,,,ica,,,,,free,WCBLE
471,0.3216896057128906,0.012444496154785156,0.5681818181818181,PC04,01,cvsa,,,ica,,,,,free,WCBLE
472,0.5211453437805176,0.012389421463012695,0.5931818181818181,PC04,01,cvsa,,,ica,,,,,free,WCBLE
473,0.3231675624847412,0.012151718139648438,0.5272727272727272,PC04,01,cvsa,,,ica,,,,,free,WCBLE
474,0.3233053684234619,0.01258707046508789,0.615909090909091,PC04,01,cvsa,,,ica,,,,,free,WCBLE
475,0.5051214694976807,0.012600421905517578,0.3931818181818182,PC04,01,cvsa,,,ica,,,,,free,WCBLE
476,0.5250885486602783,0.012182474136352539,0.6977272727272728,PC04,01,cvsa,,,ica,,,,,free,WCBLE
477,0.4696207046508789,0.012588739395141602,0.36818181818181817,PC04,01,cvsa,,,ica,,,,,free,WCBLE
478,0.2693021297454834,0.012554407119750977,0.6,PC04,01,cvsa,,,ica,,,,,free,WCBLE
479,0.32450127601623535,0.012581110000610352,0.5555555555555556,PC04,01,cvsa,,,ica,,,,,free,WCBLE
