,fit_time,score_time,test_score,subject,session,task,acquisition,run,processing,space,recording,split,description,condition,pipeline
287,0.028819561004638672,0.00470423698425293,0.9040697674418605,PB04,01,cvsa,,,ica,,,,,free,tLDA
288,0.028976917266845703,0.0046045780181884766,1.0,PB04,01,cvsa,,,ica,,,,,free,tLDA
289,0.028885364532470703,0.0047168731689453125,0.7877906976744187,PB04,01,cvsa,,,ica,,,,,free,tLDA
300,0.021257400512695312,0.003609895706176758,0.4289405684754522,PC02,01,cvsa,,,ica,,,,,overt,tLDA
301,0.027390480041503906,0.003641366958618164,0.648578811369509,PC02,01,cvsa,,,ica,,,,,overt,tLDA
302,0.028628110885620117,0.004022121429443359,0.6761363636363636,PC02,01,cvsa,,,ica,,,,,overt,tLDA
303,0.0298612117767334,0.004042863845825195,0.7926136363636364,PC02,01,cvsa,,,ica,,,,,overt,tLDA
304,0.030275344848632812,0.0041391849517822266,0.8238636363636364,PC02,01,cvsa,,,ica,,,,,overt,tLDA
305,0.047013282775878906,0.004341602325439453,0.7102272727272727,PC02,01,cvsa,,,ica,,,,,overt,tLDA
306,0.03384995460510254,0.004642486572265625,0.6802325581395349,PC02,01,cvsa,,,ica,,,,,overt,tLDA
307,0.031039714813232422,0.004622936248779297,0.7965116279069767,PC02,01,cvsa,,,ica,,,,,overt,tLDA
308,0.03133106231689453,0.004235506057739258,0.6947674418604651,PC02,01,cvsa,,,ica,,,,,overt,tLDA
309,0.03172469139099121,0.004256248474121094,0.8517441860465116,PC02,01,cvsa,,,ica,,,,,overt,tLDA
320,0.032804250717163086,0.004368782043457031,0.4576719576719577,PC02,01,cvsa,,,ica,,,,,covert,tLDA
321,0.031929969787597656,0.004599571228027344,0.5211640211640212,PC02,01,cvsa,,,ica,,,,,covert,tLDA
322,0.03174257278442383,0.004297018051147461,0.48546511627906974,PC02,01,cvsa,,,ica,,,,,covert,tLDA
323,0.0318150520324707,0.004385471343994141,0.502906976744186,PC02,01,cvsa,,,ica,,,,,covert,tLDA
324,0.04001188278198242,0.004812955856323242,0.7441860465116279,PC02,01,cvsa,,,ica,,,,,covert,tLDA
325,0.0317232608795166,0.004813671112060547,0.5930232558139534,PC02,01,cvsa,,,ica,,,,,covert,tLDA
326,0.03167390823364258,0.004250526428222656,0.5697674418604651,PC02,01,cvsa,,,ica,,,,,covert,tLDA
327,0.03185772895812988,0.004259586334228516,0.6511627906976745,PC02,01,cvsa,,,ica,,,,,covert,tLDA
328,0.03195667266845703,0.004787445068359375,0.6190476190476191,PC02,01,cvsa,,,ica,,,,,covert,tLDA
329,0.03205680847167969,0.0044193267822265625,0.6488095238095238,PC02,01,cvsa,,,ica,,,,,covert,tLDA
340,0.03270721435546875,0.004387378692626953,0.9037037037037037,PC02,01,cvsa,,,ica,,,,,free,tLDA
341,0.033051252365112305,0.0044057369232177734,0.7555555555555554,PC02,01,cvsa,,,ica,,,,,free,tLDA
342,0.03280901908874512,0.0044248104095458984,0.5777777777777777,PC02,01,cvsa,,,ica,,,,,free,tLDA
343,0.03305792808532715,0.004266500473022461,0.8172839506172839,PC02,01,cvsa,,,ica,,,,,free,tLDA
344,0.0328824520111084,0.0047986507415771484,0.6666666666666666,PC02,01,cvsa,,,ica,,,,,free,tLDA
345,0.03313446044921875,0.004399299621582031,0.582716049382716,PC02,01,cvsa,,,ica,,,,,free,tLDA
346,0.032654523849487305,0.004434347152709961,0.638888888888889,PC02,01,cvsa,,,ica,,,,,free,tLDA
347,0.03296208381652832,0.00471806526184082,0.7929292929292928,PC02,01,cvsa,,,ica,,,,,free,tLDA
348,0.03322410583496094,0.004431486129760742,0.7095959595959596,PC02,01,cvsa,,,ica,,,,,free,tLDA
349,0.0332181453704834,0.004407167434692383,0.797979797979798,PC02,01,cvsa,,,ica,,,,,free,tLDA
360,0.019474029541015625,0.004490375518798828,0.6902173913043479,PC03,01,cvsa,,,ica,,,,,overt,tLDA
361,0.02716350555419922,0.00413203239440918,0.8839506172839506,PC03,01,cvsa,,,ica,,,,,overt,tLDA
362,0.027531862258911133,0.0041501522064208984,0.6765432098765432,PC03,01,cvsa,,,ica,,,,,overt,tLDA
363,0.03086996078491211,0.00445866584777832,0.7432098765432098,PC03,01,cvsa,,,ica,,,,,overt,tLDA
364,0.027809619903564453,0.004523038864135742,0.6333333333333334,PC03,01,cvsa,,,ica,,,,,overt,tLDA
365,0.05051302909851074,0.004201173782348633,0.7888888888888889,PC03,01,cvsa,,,ica,,,,,overt,tLDA
366,0.040372610092163086,0.0048062801361083984,0.6805555555555556,PC03,01,cvsa,,,ica,,,,,overt,tLDA
367,0.030837535858154297,0.004358768463134766,0.6305555555555556,PC03,01,cvsa,,,ica,,,,,overt,tLDA
368,0.03197813034057617,0.004431962966918945,0.661111111111111,PC03,01,cvsa,,,ica,,,,,overt,tLDA
369,0.04436850547790527,0.0040073394775390625,0.6611111111111111,PC03,01,cvsa,,,ica,,,,,overt,tLDA
380,0.029011249542236328,0.004281520843505859,0.35511363636363635,PC03,01,cvsa,,,ica,,,,,covert,tLDA
381,0.028633832931518555,0.004242658615112305,0.5681818181818181,PC03,01,cvsa,,,ica,,,,,covert,tLDA
382,0.0304872989654541,0.004190921783447266,0.6022727272727272,PC03,01,cvsa,,,ica,,,,,covert,tLDA
383,0.02921915054321289,0.004251718521118164,0.4318181818181818,PC03,01,cvsa,,,ica,,,,,covert,tLDA
384,0.02901911735534668,0.004140377044677734,0.5174418604651163,PC03,01,cvsa,,,ica,,,,,covert,tLDA
385,0.048806190490722656,0.005273103713989258,0.5319767441860466,PC03,01,cvsa,,,ica,,,,,covert,tLDA
386,0.03172016143798828,0.004708528518676758,0.6715116279069767,PC03,01,cvsa,,,ica,,,,,covert,tLDA
387,0.029074430465698242,0.0042269229888916016,0.5668604651162791,PC03,01,cvsa,,,ica,,,,,covert,tLDA
388,0.02889394760131836,0.00424647331237793,0.2848837209302325,PC03,01,cvsa,,,ica,,,,,covert,tLDA
389,0.028836488723754883,0.00417017936706543,0.436046511627907,PC03,01,cvsa,,,ica,,,,,covert,tLDA
400,0.029624462127685547,0.004347562789916992,0.7474747474747474,PC03,01,cvsa,,,ica,,,,,free,tLDA
401,0.029221534729003906,0.004267692565917969,0.5883838383838383,PC03,01,cvsa,,,ica,,,,,free,tLDA
402,0.031533241271972656,0.004342794418334961,0.6287878787878788,PC03,01,cvsa,,,ica,,,,,free,tLDA
403,0.029045581817626953,0.004360675811767578,0.6439393939393939,PC03,01,cvsa,,,ica,,,,,free,tLDA
404,0.029078006744384766,0.004349708557128906,0.5277777777777777,PC03,01,cvsa,,,ica,,,,,free,tLDA
405,0.029229402542114258,0.004428386688232422,0.5883838383838383,PC03,01,cvsa,,,ica,,,,,free,tLDA
406,0.028996706008911133,0.004339694976806641,0.5994318181818181,PC03,01,cvsa,,,ica,,,,,free,tLDA
407,0.029045820236206055,0.004678964614868164,0.6718346253229973,PC03,01,cvsa,,,ica,,,,,free,tLDA
408,0.029049396514892578,0.004639148712158203,0.7855297157622738,PC03,01,cvsa,,,ica,,,,,free,tLDA
409,0.028969287872314453,0.004647016525268555,0.5943152454780362,PC03,01,cvsa,,,ica,,,,,free,tLDA
420,0.024587392807006836,0.0041656494140625,0.45679012345679004,PC04,01,cvsa,,,ica,,,,,overt,tLDA
421,0.03033614158630371,0.004316568374633789,0.6790123456790124,PC04,01,cvsa,,,ica,,,,,overt,tLDA
422,0.03126335144042969,0.004057168960571289,0.6694444444444444,PC04,01,cvsa,,,ica,,,,,overt,tLDA
423,0.03200650215148926,0.004102230072021484,0.6944444444444444,PC04,01,cvsa,,,ica,,,,,overt,tLDA
424,0.03250551223754883,0.004175662994384766,0.538888888888889,PC04,01,cvsa,,,ica,,,,,overt,tLDA
425,0.04881763458251953,0.004607200622558594,0.7722222222222223,PC04,01,cvsa,,,ica,,,,,overt,tLDA
426,0.04242706298828125,0.004233837127685547,0.6805555555555556,PC04,01,cvsa,,,ica,,,,,overt,tLDA
427,0.035689592361450195,0.004424095153808594,0.725,PC04,01,cvsa,,,ica,,,,,overt,tLDA
428,0.03743457794189453,0.004380464553833008,0.8222222222222222,PC04,01,cvsa,,,ica,,,,,overt,tLDA
429,0.04486656188964844,0.004376888275146484,0.5732323232323233,PC04,01,cvsa,,,ica,,,,,overt,tLDA
440,0.03430986404418945,0.004807233810424805,0.6161616161616161,PC04,01,cvsa,,,ica,,,,,covert,tLDA
441,0.03395986557006836,0.0044023990631103516,0.5353535353535354,PC04,01,cvsa,,,ica,,,,,covert,tLDA
442,0.03402876853942871,0.004361629486083984,0.5303030303030303,PC04,01,cvsa,,,ica,,,,,covert,tLDA
443,0.0342555046081543,0.004800558090209961,0.7424242424242424,PC04,01,cvsa,,,ica,,,,,covert,tLDA
444,0.03370809555053711,0.005057811737060547,0.6969696969696969,PC04,01,cvsa,,,ica,,,,,covert,tLDA
445,0.033796072006225586,0.004271984100341797,0.5833333333333334,PC04,01,cvsa,,,ica,,,,,covert,tLDA
446,0.03445935249328613,0.004305362701416016,0.6388888888888888,PC04,01,cvsa,,,ica,,,,,covert,tLDA
447,0.034166812896728516,0.004293918609619141,0.669250645994832,PC04,01,cvsa,,,ica,,,,,covert,tLDA
448,0.03393816947937012,0.004812717437744141,0.5503875968992248,PC04,01,cvsa,,,ica,,,,,covert,tLDA
449,0.03421759605407715,0.004352569580078125,0.6330749354005167,PC04,01,cvsa,,,ica,,,,,covert,tLDA
460,0.03532266616821289,0.004433870315551758,0.6022727272727273,PC04,01,cvsa,,,ica,,,,,free,tLDA
461,0.03445553779602051,0.004450082778930664,0.5840909090909091,PC04,01,cvsa,,,ica,,,,,free,tLDA
462,0.03470873832702637,0.004825592041015625,0.4704545454545455,PC04,01,cvsa,,,ica,,,,,free,tLDA
463,0.03516983985900879,0.0044558048248291016,0.5545454545454546,PC04,01,cvsa,,,ica,,,,,free,tLDA
464,0.0430755615234375,0.00439143180847168,0.6090909090909091,PC04,01,cvsa,,,ica,,,,,free,tLDA
465,0.034619808197021484,0.004292011260986328,0.38863636363636367,PC04,01,cvsa,,,ica,,,,,free,tLDA
466,0.03499794006347656,0.0044252872467041016,0.6772727272727272,PC04,01,cvsa,,,ica,,,,,free,tLDA
467,0.03501582145690918,0.004544734954833984,0.4818181818181818,PC04,01,cvsa,,,ica,,,,,free,tLDA
468,0.034657955169677734,0.004746913909912109,0.7113636363636364,PC04,01,cvsa,,,ica,,,,,free,tLDA
469,0.03498077392578125,0.004435539245605469,0.6287878787878788,PC04,01,cvsa,,,ica,,,,,free,tLDA
480,0.017334699630737305,0.0034444332122802734,0.375,PD01,01,cvsa,,,ica,,,,,overt,tLDA
481,0.0157623291015625,0.0034780502319335938,0.0,PD01,01,cvsa,,,ica,,,,,overt,tLDA
482,0.0169222354888916,0.003616809844970703,0.5,PD01,01,cvsa,,,ica,,,,,overt,tLDA
483,0.016514301300048828,0.003642559051513672,1.0,PD01,01,cvsa,,,ica,,,,,overt,tLDA
