,Unnamed: 0,subject,session,fold,elapsed,classifier_model,n_channels
315,63,16,,3,1.038558006286621,xdawn_rg,32
316,64,17,,0,0.981156587600708,xdawn_rg,32
317,65,17,,1,1.046159267425537,xdawn_rg,32
318,66,17,,2,1.0624291896820068,xdawn_rg,32
319,67,17,,3,1.0517926216125488,xdawn_rg,32
320,68,18,,0,0.984462022781372,xdawn_rg,32
321,69,18,,1,1.116821050643921,xdawn_rg,32
322,70,18,,2,1.1322429180145264,xdawn_rg,32
323,71,18,,3,1.1434929370880127,xdawn_rg,32
324,72,19,,0,1.0303828716278076,xdawn_rg,32
325,73,19,,1,1.0574824810028076,xdawn_rg,32
326,74,19,,2,1.054769515991211,xdawn_rg,32
327,75,19,,3,1.0478334426879885,xdawn_rg,32
328,76,20,,0,0.9912371635437012,xdawn_rg,32
329,77,20,,1,1.0736510753631592,xdawn_rg,32
330,78,20,,2,1.040323257446289,xdawn_rg,32
331,79,20,,3,1.0445189476013184,xdawn_rg,32
332,80,21,,0,0.9864096641540528,xdawn_rg,32
333,81,21,,1,1.0608365535736084,xdawn_rg,32
334,82,21,,2,1.055227518081665,xdawn_rg,32
335,83,21,,3,1.0402860641479492,xdawn_rg,32
