,index,block,rank,F_tr,F_rt,log_loss,mse,nmse,dataset,subject,session
153,3,4,"(1, 1)",3.969645588499755e-06,0.0019506288230949464,0.12994423360211624,5.007968308737647e-05,5.0079683087376606e-05,BNCI2015-003,8,0
154,4,5,"(1, 1)",3.969645854898636e-06,0.0019511143812849807,0.12956344331522687,5.006371345776703e-05,5.006371345776717e-05,BNCI2015-003,8,0
155,5,6,"(2, 2)",3.9696462435332795e-06,0.0019530435581275498,0.12949375908444222,4.998561122130187e-05,4.9985611221302e-05,BNCI2015-003,8,0
156,6,7,"(1, 1)",3.96964640395123e-06,0.001953523218110199,0.12943302400731257,4.997600025726339e-05,4.997600025726353e-05,BNCI2015-003,8,0
157,7,8,"(2, 2)",3.969647190555152e-06,0.0019554294859777136,0.12932686306216412,4.9805784099791574e-05,4.980578409979171e-05,BNCI2015-003,8,0
158,8,9,"(1, 1)",3.9696472217139405e-06,0.00195590323273727,0.1293115756327265,4.974875397509675e-05,4.974875397509689e-05,BNCI2015-003,8,0
159,9,10,"(2, 2)",3.969647454287879e-06,0.00195778756168575,0.12921155319312402,4.956605311466192e-05,4.956605311466205e-05,BNCI2015-003,8,0
160,0,1,"(8, 32)",4.907943133810033e-06,0.0017650531448826533,0.2063400818832646,0.49211906585266824,0.49211906585266735,BNCI2015-003,9,0
161,1,2,"(1, 1)",4.909560012415986e-06,0.0017683514561364657,0.20821951377760436,0.49019509646189535,0.49019509646189446,BNCI2015-003,9,0
162,2,3,"(8, 32)",4.898016687455481e-06,0.001988804411307791,0.18228509051758193,0.3593785000646782,0.35937850006467753,BNCI2015-003,9,0
163,3,4,"(1, 1)",4.898900439470802e-06,0.0019892443994745444,0.18460534480437935,0.35560369143162124,0.3556036914316206,BNCI2015-003,9,0
164,4,5,"(1, 1)",4.917927197283292e-06,0.0019986893591148434,0.18532666874434142,0.35505561794078894,0.3550556179407883,BNCI2015-003,9,0
165,5,6,"(1, 1)",4.918223076732444e-06,0.0019991204980685526,0.18546380128325135,0.3543996540584972,0.3543996540584966,BNCI2015-003,9,0
166,6,7,"(2, 2)",4.918627301475381e-06,0.0020005096033836375,0.18576973806626884,0.3526882369009065,0.3526882369009059,BNCI2015-003,9,0
167,7,8,"(8, 16)",4.916925660852286e-06,0.0020695766658847393,0.17723369371417744,0.24196998727326555,0.24196998727326513,BNCI2015-003,9,0
168,8,9,"(1, 1)",4.917669355866615e-06,0.002070119788076287,0.1772568314465681,0.24134600970576003,0.24134600970575962,BNCI2015-003,9,0
169,9,10,"(1, 1)",4.917851765365897e-06,0.0020707040998050384,0.1770247288045008,0.24106556166277335,0.24106556166277293,BNCI2015-003,9,0
170,0,1,"(1, 1)",0.0005526383448921602,0.001104048604573449,0.25489440018195303,0.9948621700482341,0.9948621700482343,BNCI2015-003,10,0
171,1,2,"(2, 2)",0.0003099252317637769,0.0012791331920751663,0.23501503220355038,0.9828536273527,0.9828536273527002,BNCI2015-003,10,0
172,2,3,"(2, 2)",0.0002651322593650013,0.0014039783381900141,0.22108536467383125,0.9792293211732043,0.9792293211732045,BNCI2015-003,10,0
173,3,4,"(4, 4)",0.00011895213348905017,0.0015074707085068646,0.2110732356581333,0.9545217969288653,0.9545217969288655,BNCI2015-003,10,0
174,4,5,"(8, 39)",1.0096667946204144e-06,0.0018507463748826257,0.1673147208923656,2.1311594859871613e-05,2.1311594859871617e-05,BNCI2015-003,10,0
175,5,6,"(4, 4)",1.0096671198528947e-06,0.0018620650962465329,0.16607995035829978,2.0824948861281104e-05,2.0824948861281108e-05,BNCI2015-003,10,0
