,stc,snr,jitter,method,rho,fold
198,sine,-3,0.1,WCBLE-median,0.9975503969974175,8
199,sine,-3,0.1,WCBLE-median,0.9977753477269525,9
200,sine,-3,0.2,CBLE-median,0.9968026243920475,0
201,sine,-3,0.2,CBLE-median,0.9540840477995178,1
202,sine,-3,0.2,CBLE-median,0.9736465104403463,2
203,sine,-3,0.2,CBLE-median,0.9572727842357492,3
204,sine,-3,0.2,CBLE-median,0.9952426626374471,4
205,sine,-3,0.2,CBLE-median,0.9794817627032204,5
206,sine,-3,0.2,CBLE-median,0.9859381926768993,6
207,sine,-3,0.2,CBLE-median,0.9205974488668847,7
208,sine,-3,0.2,CBLE-median,0.9303936647387728,8
209,sine,-3,0.2,CBLE-median,0.9418021744210291,9
210,sine,-3,0.2,WCBLE-median,0.9991633511306354,0
211,sine,-3,0.2,WCBLE-median,0.9993230871826472,1
212,sine,-3,0.2,WCBLE-median,0.9986019652240878,2
213,sine,-3,0.2,WCBLE-median,0.9988579388095723,3
214,sine,-3,0.2,WCBLE-median,0.9989113005389484,4
215,sine,-3,0.2,WCBLE-median,0.998736947127572,5
216,sine,-3,0.2,WCBLE-median,0.9981265567067974,6
217,sine,-3,0.2,WCBLE-median,0.9982160395663823,7
218,sine,-3,0.2,WCBLE-median,0.9986704301377801,8
219,sine,-3,0.2,WCBLE-median,0.9992637971010191,9
220,sine,-3,0.3,CBLE-median,0.3981467105745494,0
221,sine,-3,0.3,CBLE-median,0.985809029490028,1
222,sine,-3,0.3,CBLE-median,0.955810623278353,2
223,sine,-3,0.3,CBLE-median,0.9989808977412057,3
224,sine,-3,0.3,CBLE-median,0.9978061975670764,4
225,sine,-3,0.3,CBLE-median,0.9668674824748942,5
226,sine,-3,0.3,CBLE-median,0.9344827551547661,6
227,sine,-3,0.3,CBLE-median,0.9035620716759887,7
228,sine,-3,0.3,CBLE-median,0.8919061813060665,8
229,sine,-3,0.3,CBLE-median,0.9453551183161589,9
230,sine,-3,0.3,WCBLE-median,-0.060375637991775886,0
231,sine,-3,0.3,WCBLE-median,0.9970765533742776,1
232,sine,-3,0.3,WCBLE-median,0.9993844398759832,2
233,sine,-3,0.3,WCBLE-median,0.9993723378621685,3
234,sine,-3,0.3,WCBLE-median,0.9991863743970957,4
235,sine,-3,0.3,WCBLE-median,0.9975163653590184,5
236,sine,-3,0.3,WCBLE-median,0.9995326165911741,6
237,sine,-3,0.3,WCBLE-median,0.9983722100360021,7
238,sine,-3,0.3,WCBLE-median,0.9991772576218938,8
239,sine,-3,0.3,WCBLE-median,0.9989780982126844,9
240,sine,-4,0.1,CBLE-median,0.9945840693504898,0
241,sine,-4,0.1,CBLE-median,0.9675794773927588,1
242,sine,-4,0.1,CBLE-median,0.9866020431728524,2
243,sine,-4,0.1,CBLE-median,0.930761489709483,3
244,sine,-4,0.1,CBLE-median,0.9895332838879518,4
245,sine,-4,0.1,CBLE-median,0.9870842399861649,5
246,sine,-4,0.1,CBLE-median,0.9789362773179806,6
247,sine,-4,0.1,CBLE-median,0.9525076993504762,7
248,sine,-4,0.1,CBLE-median,0.9831991746523455,8
249,sine,-4,0.1,CBLE-median,0.9875048201484302,9
250,sine,-4,0.1,WCBLE-median,0.9936157707946719,0
251,sine,-4,0.1,WCBLE-median,0.9958827378292398,1
252,sine,-4,0.1,WCBLE-median,0.99867936929457,2
253,sine,-4,0.1,WCBLE-median,0.9947313438744941,3
254,sine,-4,0.1,WCBLE-median,0.9934149953291332,4
255,sine,-4,0.1,WCBLE-median,0.9959515586188581,5
256,sine,-4,0.1,WCBLE-median,0.996501303428302,6
257,sine,-4,0.1,WCBLE-median,0.9899665457299068,7
258,sine,-4,0.1,WCBLE-median,0.9947011557638387,8
259,sine,-4,0.1,WCBLE-median,0.9955602097297714,9
260,sine,-4,0.2,CBLE-median,0.9970668726675013,0
261,sine,-4,0.2,CBLE-median,0.9540840477995178,1
262,sine,-4,0.2,CBLE-median,0.9736465104403463,2
263,sine,-4,0.2,CBLE-median,0.9572727842357492,3
264,sine,-4,0.2,CBLE-median,0.9961882238714121,4
265,sine,-4,0.2,CBLE-median,0.9794817627032204,5
266,sine,-4,0.2,CBLE-median,0.9482005587636043,6
267,sine,-4,0.2,CBLE-median,0.9205974488668847,7
268,sine,-4,0.2,CBLE-median,0.9303936647387728,8
269,sine,-4,0.2,CBLE-median,0.9418021744210291,9
270,sine,-4,0.2,WCBLE-median,0.9991633511306354,0
271,sine,-4,0.2,WCBLE-median,0.9988736416967754,1
272,sine,-4,0.2,WCBLE-median,0.9989930402638408,2
273,sine,-4,0.2,WCBLE-median,0.9983946599475233,3
274,sine,-4,0.2,WCBLE-median,0.9996462404939565,4
275,sine,-4,0.2,WCBLE-median,0.9991676184565692,5
276,sine,-4,0.2,WCBLE-median,0.9982521782088605,6
277,sine,-4,0.2,WCBLE-median,0.9972657527790602,7
278,sine,-4,0.2,WCBLE-median,0.9986704301377801,8
279,sine,-4,0.2,WCBLE-median,0.9992637971010191,9
280,sine,-4,0.3,CBLE-median,0.3981467105745494,0
281,sine,-4,0.3,CBLE-median,0.985809029490028,1
282,sine,-4,0.3,CBLE-median,0.955810623278353,2
283,sine,-4,0.3,CBLE-median,0.9989808977412057,3
284,sine,-4,0.3,CBLE-median,0.9978061975670764,4
285,sine,-4,0.3,CBLE-median,0.981678378891147,5
286,sine,-4,0.3,CBLE-median,0.9361698384443444,6
287,sine,-4,0.3,CBLE-median,0.9035620716759887,7
288,sine,-4,0.3,CBLE-median,0.8919061813060665,8
289,sine,-4,0.3,CBLE-median,0.9453551183161589,9
290,sine,-4,0.3,WCBLE-median,-0.11599213882799173,0
291,sine,-4,0.3,WCBLE-median,0.9963924666656971,1
292,sine,-4,0.3,WCBLE-median,0.9993844398759832,2
293,sine,-4,0.3,WCBLE-median,0.9993723378621685,3
294,sine,-4,0.3,WCBLE-median,0.9991935109018972,4
295,sine,-4,0.3,WCBLE-median,0.9975163653590184,5
296,sine,-4,0.3,WCBLE-median,0.9997038066124764,6
297,sine,-4,0.3,WCBLE-median,0.999462732121252,7
298,sine,-4,0.3,WCBLE-median,0.9991835514344866,8
299,sine,-4,0.3,WCBLE-median,0.843727113439116,9
300,sine,-5,0.1,CBLE-median,0.9945840693504898,0
301,sine,-5,0.1,CBLE-median,0.9675794773927588,1
302,sine,-5,0.1,CBLE-median,0.9866020431728524,2
303,sine,-5,0.1,CBLE-median,0.930761489709483,3
304,sine,-5,0.1,CBLE-median,0.9895332838879518,4
305,sine,-5,0.1,CBLE-median,0.9870842399861649,5
306,sine,-5,0.1,CBLE-median,0.9789362773179806,6
307,sine,-5,0.1,CBLE-median,0.9525076993504762,7
308,sine,-5,0.1,CBLE-median,0.9831991746523455,8
309,sine,-5,0.1,CBLE-median,0.9875048201484302,9
310,sine,-5,0.1,WCBLE-median,0.9971777636348566,0
311,sine,-5,0.1,WCBLE-median,0.9920656619534504,1
312,sine,-5,0.1,WCBLE-median,0.9960746573586088,2
313,sine,-5,0.1,WCBLE-median,0.9908413787026717,3
314,sine,-5,0.1,WCBLE-median,0.9934149953291332,4
315,sine,-5,0.1,WCBLE-median,0.9959515586188581,5
316,sine,-5,0.1,WCBLE-median,0.9967143324311766,6
317,sine,-5,0.1,WCBLE-median,0.9928773205139336,7
318,sine,-5,0.1,WCBLE-median,0.9936370993006116,8
319,sine,-5,0.1,WCBLE-median,0.9955602097297714,9
320,sine,-5,0.2,CBLE-median,0.9970668726675013,0
321,sine,-5,0.2,CBLE-median,0.9540840477995178,1
322,sine,-5,0.2,CBLE-median,0.9736465104403463,2
323,sine,-5,0.2,CBLE-median,0.9751768329726378,3
324,sine,-5,0.2,CBLE-median,0.9961882238714121,4
325,sine,-5,0.2,CBLE-median,0.9752933722757777,5
326,sine,-5,0.2,CBLE-median,0.9482005587636043,6
327,sine,-5,0.2,CBLE-median,0.9205974488668847,7
328,sine,-5,0.2,CBLE-median,0.9303936647387728,8
329,sine,-5,0.2,CBLE-median,0.9418021744210291,9
330,sine,-5,0.2,WCBLE-median,0.9992045302629454,0
331,sine,-5,0.2,WCBLE-median,0.9993230871826472,1
332,sine,-5,0.2,WCBLE-median,0.9981544186159659,2
333,sine,-5,0.2,WCBLE-median,0.9976762233898853,3
334,sine,-5,0.2,WCBLE-median,0.9996462404939565,4
335,sine,-5,0.2,WCBLE-median,0.9993636308056254,5
336,sine,-5,0.2,WCBLE-median,0.9980314619894024,6
337,sine,-5,0.2,WCBLE-median,0.9982160395663823,7
338,sine,-5,0.2,WCBLE-median,0.9990476493112258,8
339,sine,-5,0.2,WCBLE-median,0.9989096077115145,9
340,sine,-5,0.3,CBLE-median,0.1662436698887508,0
341,sine,-5,0.3,CBLE-median,0.985809029490028,1
342,sine,-5,0.3,CBLE-median,0.9843249606515445,2
343,sine,-5,0.3,CBLE-median,0.9989808977412057,3
344,sine,-5,0.3,CBLE-median,0.9978061975670764,4
345,sine,-5,0.3,CBLE-median,0.981678378891147,5
346,sine,-5,0.3,CBLE-median,0.9361698384443444,6
347,sine,-5,0.3,CBLE-median,0.9035620716759887,7
348,sine,-5,0.3,CBLE-median,0.8919061813060665,8
349,sine,-5,0.3,CBLE-median,0.9374477327671349,9
350,sine,-5,0.3,WCBLE-median,-0.0626518551406203,0
351,sine,-5,0.3,WCBLE-median,0.9958906321319948,1
352,sine,-5,0.3,WCBLE-median,0.9993844398759832,2
353,sine,-5,0.3,WCBLE-median,0.998896019242082,3
354,sine,-5,0.3,WCBLE-median,0.9995810675842571,4
355,sine,-5,0.3,WCBLE-median,0.9982410189310879,5
356,sine,-5,0.3,WCBLE-median,0.9997038066124764,6
357,sine,-5,0.3,WCBLE-median,0.999462732121252,7
358,sine,-5,0.3,WCBLE-median,0.9995761250263099,8
359,sine,-5,0.3,WCBLE-median,0.843727113439116,9
360,sine,-6,0.1,CBLE-median,0.9945840693504898,0
361,sine,-6,0.1,CBLE-median,0.9675794773927588,1
362,sine,-6,0.1,CBLE-median,0.9866020431728524,2
363,sine,-6,0.1,CBLE-median,0.930761489709483,3
364,sine,-6,0.1,CBLE-median,0.9895332838879518,4
365,sine,-6,0.1,CBLE-median,0.9849691615021431,5
366,sine,-6,0.1,CBLE-median,0.9789362773179806,6
367,sine,-6,0.1,CBLE-median,0.9670586278154919,7
368,sine,-6,0.1,CBLE-median,0.9863174121115528,8
369,sine,-6,0.1,CBLE-median,0.9841326388762343,9
370,sine,-6,0.1,WCBLE-median,0.9971777636348566,0
371,sine,-6,0.1,WCBLE-median,0.9947087185654486,1
372,sine,-6,0.1,WCBLE-median,0.9960746573586088,2
373,sine,-6,0.1,WCBLE-median,0.9874863151499974,3
374,sine,-6,0.1,WCBLE-median,0.9934149953291332,4
375,sine,-6,0.1,WCBLE-median,0.9959515586188581,5
376,sine,-6,0.1,WCBLE-median,0.9934223226647172,6
377,sine,-6,0.1,WCBLE-median,0.9939728266741847,7
378,sine,-6,0.1,WCBLE-median,0.9936370993006116,8
379,sine,-6,0.1,WCBLE-median,0.9977753477269525,9
380,sine,-6,0.2,CBLE-median,0.9970668726675013,0
381,sine,-6,0.2,CBLE-median,0.9540840477995178,1
382,sine,-6,0.2,CBLE-median,0.9949693251241044,2
383,sine,-6,0.2,CBLE-median,0.9751768329726378,3
384,sine,-6,0.2,CBLE-median,0.9961882238714121,4
385,sine,-6,0.2,CBLE-median,0.9752933722757777,5
386,sine,-6,0.2,CBLE-median,0.9482005587636043,6
387,sine,-6,0.2,CBLE-median,0.9205974488668847,7
388,sine,-6,0.2,CBLE-median,0.9262483592017827,8
389,sine,-6,0.2,CBLE-median,0.9418021744210291,9
390,sine,-6,0.2,WCBLE-median,0.9992045302629454,0
391,sine,-6,0.2,WCBLE-median,0.999086472419974,1
392,sine,-6,0.2,WCBLE-median,0.9984910697646159,2
393,sine,-6,0.2,WCBLE-median,0.9988579388095723,3
394,sine,-6,0.2,WCBLE-median,0.9996462404939565,4
395,sine,-6,0.2,WCBLE-median,0.9993636308056254,5
396,sine,-6,0.2,WCBLE-median,0.9982521782088605,6
397,sine,-6,0.2,WCBLE-median,0.9987866653367905,7
398,sine,-6,0.2,WCBLE-median,0.9990476493112258,8
399,sine,-6,0.2,WCBLE-median,0.9989096077115145,9
400,sine,-6,0.3,CBLE-median,0.1662436698887508,0
401,sine,-6,0.3,CBLE-median,0.985809029490028,1
402,sine,-6,0.3,CBLE-median,0.9843249606515445,2
403,sine,-6,0.3,CBLE-median,0.9989808977412057,3
404,sine,-6,0.3,CBLE-median,0.9978061975670764,4
405,sine,-6,0.3,CBLE-median,0.981678378891147,5
406,sine,-6,0.3,CBLE-median,0.9361698384443444,6
407,sine,-6,0.3,CBLE-median,0.9035620716759887,7
408,sine,-6,0.3,CBLE-median,0.8856606755221476,8
409,sine,-6,0.3,CBLE-median,0.9406027052740872,9
410,sine,-6,0.3,WCBLE-median,-0.0626518551406203,0
411,sine,-6,0.3,WCBLE-median,0.9970765533742776,1
412,sine,-6,0.3,WCBLE-median,0.9994732749713742,2
413,sine,-6,0.3,WCBLE-median,0.9991218727445945,3
414,sine,-6,0.3,WCBLE-median,0.9992717981095226,4
415,sine,-6,0.3,WCBLE-median,0.9981758178297839,5
416,sine,-6,0.3,WCBLE-median,0.9997038066124764,6
417,sine,-6,0.3,WCBLE-median,0.9990044924289391,7
418,sine,-6,0.3,WCBLE-median,0.9991772576218938,8
419,sine,-6,0.3,WCBLE-median,0.9989780982126844,9
420,sine,-7,0.1,CBLE-median,0.9967590115457892,0
421,sine,-7,0.1,CBLE-median,0.9675794773927588,1
422,sine,-7,0.1,CBLE-median,0.9866020431728524,2
423,sine,-7,0.1,CBLE-median,0.930761489709483,3
424,sine,-7,0.1,CBLE-median,0.9895332838879518,4
425,sine,-7,0.1,CBLE-median,0.9874893886685402,5
426,sine,-7,0.1,CBLE-median,0.9789362773179806,6
427,sine,-7,0.1,CBLE-median,0.9670586278154919,7
428,sine,-7,0.1,CBLE-median,0.9863174121115528,8
429,sine,-7,0.1,CBLE-median,0.9864646746908448,9
430,sine,-7,0.1,WCBLE-median,0.9971777636348566,0
431,sine,-7,0.1,WCBLE-median,0.9985000380600654,1
432,sine,-7,0.1,WCBLE-median,0.9960746573586088,2
433,sine,-7,0.1,WCBLE-median,0.9922689865846789,3
434,sine,-7,0.1,WCBLE-median,0.9934149953291332,4
435,sine,-7,0.1,WCBLE-median,0.9967477206841004,5
436,sine,-7,0.1,WCBLE-median,0.9934223226647172,6
437,sine,-7,0.1,WCBLE-median,0.9939728266741847,7
438,sine,-7,0.1,WCBLE-median,0.9913051924968287,8
439,sine,-7,0.1,WCBLE-median,0.9972287322391932,9
440,sine,-7,0.2,CBLE-median,0.9970668726675013,0
441,sine,-7,0.2,CBLE-median,0.9540840477995178,1
442,sine,-7,0.2,CBLE-median,0.9942772403317364,2
443,sine,-7,0.2,CBLE-median,0.9264843743199015,3
444,sine,-7,0.2,CBLE-median,0.9968653052947153,4
445,sine,-7,0.2,CBLE-median,0.9752933722757777,5
446,sine,-7,0.2,CBLE-median,0.9817925128061366,6
447,sine,-7,0.2,CBLE-median,0.9205974488668847,7
448,sine,-7,0.2,CBLE-median,0.9262483592017827,8
449,sine,-7,0.2,CBLE-median,0.9375902338564899,9
450,sine,-7,0.2,WCBLE-median,0.9990234292928196,0
451,sine,-7,0.2,WCBLE-median,0.9984816554128625,1
452,sine,-7,0.2,WCBLE-median,0.999095023859262,2
453,sine,-7,0.2,WCBLE-median,0.9983946599475233,3
454,sine,-7,0.2,WCBLE-median,0.9996462404939565,4
455,sine,-7,0.2,WCBLE-median,0.9992058017503772,5
456,sine,-7,0.2,WCBLE-median,0.9989601186455341,6
457,sine,-7,0.2,WCBLE-median,0.9975166859982221,7
458,sine,-7,0.2,WCBLE-median,0.9986840737267126,8
459,sine,-7,0.2,WCBLE-median,0.9989740095613789,9
