,stc,snr,jitter,method,accuracy,fold
566,sine,-18,0.3,tlda,0.1,6
567,sine,-18,0.3,tlda,0.15,7
568,sine,-18,0.3,tlda,0.15,8
569,sine,-18,0.3,tlda,0.05,9
570,sine,-19,0.1,tlda,0.3,0
571,sine,-19,0.1,tlda,0.35,1
572,sine,-19,0.1,tlda,0.25,2
573,sine,-19,0.1,tlda,0.25,3
574,sine,-19,0.1,tlda,0.3,4
575,sine,-19,0.1,tlda,0.35,5
576,sine,-19,0.1,tlda,0.3,6
577,sine,-19,0.1,tlda,0.3,7
578,sine,-19,0.1,tlda,0.3,8
579,sine,-19,0.1,tlda,0.25,9
580,sine,-19,0.2,tlda,0.05,0
581,sine,-19,0.2,tlda,0.2,1
582,sine,-19,0.2,tlda,0.05,2
583,sine,-19,0.2,tlda,0.1,3
584,sine,-19,0.2,tlda,0.15,4
585,sine,-19,0.2,tlda,0.05,5
586,sine,-19,0.2,tlda,0.1,6
587,sine,-19,0.2,tlda,0.15,7
588,sine,-19,0.2,tlda,0.15,8
589,sine,-19,0.2,tlda,0.1,9
590,sine,-19,0.3,tlda,0.05,0
591,sine,-19,0.3,tlda,0.15,1
592,sine,-19,0.3,tlda,0.05,2
593,sine,-19,0.3,tlda,0.05,3
594,sine,-19,0.3,tlda,0.2,4
595,sine,-19,0.3,tlda,0.05,5
596,sine,-19,0.3,tlda,0.1,6
597,sine,-19,0.3,tlda,0.15,7
598,sine,-19,0.3,tlda,0.1,8
599,sine,-19,0.3,tlda,0.05,9
600,sine,-20,0.1,tlda,0.2,0
601,sine,-20,0.1,tlda,0.2,1
602,sine,-20,0.1,tlda,0.2,2
603,sine,-20,0.1,tlda,0.25,3
604,sine,-20,0.1,tlda,0.25,4
605,sine,-20,0.1,tlda,0.2,5
606,sine,-20,0.1,tlda,0.3,6
607,sine,-20,0.1,tlda,0.3,7
608,sine,-20,0.1,tlda,0.3,8
609,sine,-20,0.1,tlda,0.2,9
610,sine,-20,0.2,tlda,0.05,0
611,sine,-20,0.2,tlda,0.2,1
612,sine,-20,0.2,tlda,0.05,2
613,sine,-20,0.2,tlda,0.05,3
614,sine,-20,0.2,tlda,0.15,4
615,sine,-20,0.2,tlda,0.05,5
616,sine,-20,0.2,tlda,0.05,6
617,sine,-20,0.2,tlda,0.15,7
618,sine,-20,0.2,tlda,0.15,8
619,sine,-20,0.2,tlda,0.1,9
620,sine,-20,0.3,tlda,0.05,0
621,sine,-20,0.3,tlda,0.15,1
622,sine,-20,0.3,tlda,0.05,2
623,sine,-20,0.3,tlda,0.05,3
624,sine,-20,0.3,tlda,0.2,4
625,sine,-20,0.3,tlda,0.05,5
626,sine,-20,0.3,tlda,0.1,6
